Name,YT Scope Project,
File,C:\Users\Banan\mas247\mas247_olje\StepResponsePlot.csv,
Starttime of export,133437580216110000,Monday, November 6, 2023,16:27:01.611
Endtime of export,133437583732510000,Monday, November 6, 2023,16:32:53.251


Name,Level_Transmitter_2,Name,Pressure_Differencial_Transmitter_1
SymbolComment,,SymbolComment,
Data-Type,INT16,Data-Type,INT16
SampleTime[ms],10,SampleTime[ms],10
VariableSize,2,VariableSize,2
SymbolBased,True,SymbolBased,True
IndexGroup,61472,IndexGroup,61472
IndexOffset,385156,IndexOffset,385160
SymbolName,MAIN.Level_Transmitter_2,SymbolName,MAIN.Pressure_Differencial_Transmitter_1
NetID,5.112.67.239.1.1,NetID,5.112.67.239.1.1
Port,851,Port,851
Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0

172200,12610,172200,18658
172210,12614,172210,18656
172220,12617,172220,18655
172230,12618,172230,18655
172240,12614,172240,18658
172250,12611,172250,18659
172260,12614,172260,18660
172270,12613,172270,18662
172280,12613,172280,18660
172290,12614,172290,18660
172300,12613,172300,18662
172310,12613,172310,18663
172320,12610,172320,18664
172330,12610,172330,18668
172340,12614,172340,18670
172350,12613,172350,18667
172360,12611,172360,18670
172370,12613,172370,18672
172380,12616,172380,18674
172390,12611,172390,18674
172400,12611,172400,18674
172410,12613,172410,18679
172420,12613,172420,18674
172430,12616,172430,18671
172440,12616,172440,18672
172450,12616,172450,18672
172460,12611,172460,18678
172470,12607,172470,18675
172480,12610,172480,18670
172490,12616,172490,18674
172500,12614,172500,18679
172510,12613,172510,18680
172520,12611,172520,18683
172530,12609,172530,18685
172540,12610,172540,18680
172550,12607,172550,18678
172560,12609,172560,18683
172570,12610,172570,18685
172580,12614,172580,18686
172590,12614,172590,18689
172600,12606,172600,18687
172610,12609,172610,18687
172620,12614,172620,18689
172630,12620,172630,18690
172640,12620,172640,18686
172650,12611,172650,18687
172660,12613,172660,18691
172670,12614,172670,18689
172680,12613,172680,18689
172690,12609,172690,18689
172700,12607,172700,18689
172710,12611,172710,18695
172720,12610,172720,18697
172730,12613,172730,18693
172740,12618,172740,18689
172750,12614,172750,18691
172760,12609,172760,18699
172770,12611,172770,18701
172780,12613,172780,18697
172790,12611,172790,18699
172800,12613,172800,18702
172810,12611,172810,18701
172820,12609,172820,18702
172830,12613,172830,18698
172840,12614,172840,18698
172850,12610,172850,18702
172860,12611,172860,18698
172870,12617,172870,18699
172880,12611,172880,18703
172890,12609,172890,18703
172900,12613,172900,18702
172910,12613,172910,18701
172920,12610,172920,18702
172930,12618,172930,18709
172940,12622,172940,18709
172950,12614,172950,18705
172960,12610,172960,18705
172970,12614,172970,18703
172980,12613,172980,18709
172990,12613,172990,18707
173000,12611,173000,18702
173010,12611,173010,18706
173020,12616,173020,18703
173030,12614,173030,18705
173040,12609,173040,18710
173050,12609,173050,18713
173060,12610,173060,18707
173070,12609,173070,18706
173080,12611,173080,18711
173090,12616,173090,18713
173100,12614,173100,18717
173110,12610,173110,18717
173120,12611,173120,18711
173130,12616,173130,18714
173140,12617,173140,18721
173150,12611,173150,18721
173160,12609,173160,18715
173170,12610,173170,18717
173180,12609,173180,18717
173190,12610,173190,18717
173200,12613,173200,18724
173210,12611,173210,18721
173220,12613,173220,18715
173230,12614,173230,18718
173240,12614,173240,18718
173250,12613,173250,18720
173260,12613,173260,18724
173270,12609,173270,18725
173280,12609,173280,18724
173290,12609,173290,18721
173300,12610,173300,18724
173310,12611,173310,18725
173320,12610,173320,18724
173330,12610,173330,18728
173340,12611,173340,18729
173350,12611,173350,18730
173360,12609,173360,18728
173370,12607,173370,18722
173380,12609,173380,18726
173390,12613,173390,18729
173400,12618,173400,18726
173410,12618,173410,18724
173420,12614,173420,18724
173430,12617,173430,18728
173440,12614,173440,18730
173450,12610,173450,18733
173460,12611,173460,18730
173470,12613,173470,18729
173480,12611,173480,18729
173490,12613,173490,18730
173500,12618,173500,18730
173510,12616,173510,18726
173520,12613,173520,18729
173530,12614,173530,18734
173540,12611,173540,18737
173550,12609,173550,18736
173560,12610,173560,18730
173570,12614,173570,18734
173580,12614,173580,18738
173590,12610,173590,18740
173600,12611,173600,18742
173610,12614,173610,18737
173620,12610,173620,18736
173630,12611,173630,18744
173640,12609,173640,18742
173650,12607,173650,18742
173660,12610,173660,18744
173670,12611,173670,18745
173680,12611,173680,18746
173690,12611,173690,18748
173700,12610,173700,18750
173710,12610,173710,18752
173720,12607,173720,18750
173730,12606,173730,18750
173740,12603,173740,18754
173750,12607,173750,18759
173760,12613,173760,18759
173770,12613,173770,18757
173780,12613,173780,18759
173790,12613,173790,18764
173800,12614,173800,18769
173810,12614,173810,18771
173820,12616,173820,18772
173830,12613,173830,18775
173840,12613,173840,18776
173850,12614,173850,18777
173860,12609,173860,18779
173870,12610,173870,18777
173880,12614,173880,18779
173890,12614,173890,18783
173900,12609,173900,18785
173910,12607,173910,18788
173920,12611,173920,18789
173930,12610,173930,18788
173940,12611,173940,18787
173950,12614,173950,18791
173960,12613,173960,18791
173970,12611,173970,18792
173980,12610,173980,18798
173990,12611,173990,18800
174000,12617,174000,18800
174010,12616,174010,18798
174020,12611,174020,18799
174030,12607,174030,18802
174040,12607,174040,18804
174050,12616,174050,18802
174060,12614,174060,18802
174070,12613,174070,18808
174080,12613,174080,18810
174090,12613,174090,18814
174100,12613,174100,18818
174110,12618,174110,18810
174120,12621,174120,18808
174130,12614,174130,18812
174140,12611,174140,18814
174150,12614,174150,18818
174160,12616,174160,18820
174170,12616,174170,18820
174180,12613,174180,18820
174190,12614,174190,18823
174200,12618,174200,18827
174210,12617,174210,18827
174220,12613,174220,18826
174230,12609,174230,18826
174240,12607,174240,18828
174250,12611,174250,18830
174260,12614,174260,18826
174270,12611,174270,18826
174280,12613,174280,18831
174290,12614,174290,18831
174300,12616,174300,18830
174310,12613,174310,18833
174320,12607,174320,18835
174330,12613,174330,18833
174340,12616,174340,18833
174350,12613,174350,18833
174360,12614,174360,18835
174370,12613,174370,18838
174380,12609,174380,18838
174390,12606,174390,18837
174400,12610,174400,18838
174410,12610,174410,18839
174420,12610,174420,18842
174430,12614,174430,18838
174440,12616,174440,18837
174450,12613,174450,18845
174460,12610,174460,18845
174470,12614,174470,18845
174480,12616,174480,18847
174490,12613,174490,18846
174500,12613,174500,18850
174510,12614,174510,18853
174520,12614,174520,18853
174530,12616,174530,18851
174540,12616,174540,18851
174550,12610,174550,18855
174560,12610,174560,18855
174570,12610,174570,18854
174580,12607,174580,18858
174590,12609,174590,18859
174600,12614,174600,18859
174610,12614,174610,18859
174620,12610,174620,18855
174630,12613,174630,18858
174640,12613,174640,18863
174650,12610,174650,18861
174660,12611,174660,18863
174670,12611,174670,18865
174680,12607,174680,18862
174690,12607,174690,18863
174700,12607,174700,18865
174710,12606,174710,18867
174720,12606,174720,18869
174730,12605,174730,18863
174740,12605,174740,18861
174750,12610,174750,18863
174760,12613,174760,18863
174770,12613,174770,18867
174780,12611,174780,18873
174790,12614,174790,18874
174800,12613,174800,18874
174810,12609,174810,18874
174820,12609,174820,18874
174830,12613,174830,18876
174840,12611,174840,18876
174850,12607,174850,18874
174860,12607,174860,18873
174870,12610,174870,18877
174880,12616,174880,18878
174890,12618,174890,18880
174900,12614,174900,18880
174910,12610,174910,18880
174920,12610,174920,18882
174930,12607,174930,18882
174940,12606,174940,18885
174950,12610,174950,18884
174960,12614,174960,18885
174970,12613,174970,18888
174980,12611,174980,18886
174990,12611,174990,18885
175000,12613,175000,18888
175010,12611,175010,18889
175020,12611,175020,18892
175030,12610,175030,18890
175040,12609,175040,18885
175050,12613,175050,18888
175060,12618,175060,18890
175070,12616,175070,18892
175080,12614,175080,18888
175090,12611,175090,18889
175100,12611,175100,18893
175110,12614,175110,18889
175120,12607,175120,18888
175130,12610,175130,18890
175140,12614,175140,18890
175150,12611,175150,18892
175160,12614,175160,18896
175170,12614,175170,18897
175180,12614,175180,18897
175190,12618,175190,18894
175200,12617,175200,18894
175210,12610,175210,18897
175220,12614,175220,18900
175230,12618,175230,18898
175240,12614,175240,18894
175250,12616,175250,18897
175260,12618,175260,18904
175270,12614,175270,18908
175280,12611,175280,18904
175290,12616,175290,18902
175300,12616,175300,18904
175310,12611,175310,18901
175320,12607,175320,18904
175330,12606,175330,18905
175340,12610,175340,18906
175350,12616,175350,18909
175360,12618,175360,18906
175370,12616,175370,18901
175380,12613,175380,18904
175390,12613,175390,18911
175400,12614,175400,18911
175410,12613,175410,18908
175420,12610,175420,18909
175430,12613,175430,18913
175440,12617,175440,18912
175450,12616,175450,18911
175460,12609,175460,18909
175470,12611,175470,18908
175480,12617,175480,18908
175490,12616,175490,18908
175500,12616,175500,18912
175510,12614,175510,18916
175520,12613,175520,18913
175530,12616,175530,18911
175540,12614,175540,18916
175550,12610,175550,18917
175560,12610,175560,18915
175570,12610,175570,18915
175580,12610,175580,18917
175590,12611,175590,18917
175600,12610,175600,18917
175610,12609,175610,18919
175620,12610,175620,18917
175630,12613,175630,18919
175640,12611,175640,18921
175650,12611,175650,18919
175660,12611,175660,18916
175670,12609,175670,18919
175680,12609,175680,18919
175690,12609,175690,18919
175700,12610,175700,18919
175710,12610,175710,18920
175720,12610,175720,18924
175730,12610,175730,18924
175740,12609,175740,18923
175750,12609,175750,18923
175760,12606,175760,18924
175770,12610,175770,18924
175780,12611,175780,18923
175790,12609,175790,18923
175800,12609,175800,18924
175810,12611,175810,18928
175820,12611,175820,18927
175830,12610,175830,18925
175840,12606,175840,18929
175850,12605,175850,18931
175860,12606,175860,18931
175870,12609,175870,18931
175880,12610,175880,18928
175890,12614,175890,18925
175900,12613,175900,18932
175910,12611,175910,18935
175920,12613,175920,18933
175930,12613,175930,18932
175940,12609,175940,18932
175950,12609,175950,18933
175960,12610,175960,18931
175970,12614,175970,18931
175980,12616,175980,18932
175990,12616,175990,18935
176000,12616,176000,18940
176010,12613,176010,18939
176020,12609,176020,18937
176030,12606,176030,18941
176040,12609,176040,18940
176050,12614,176050,18936
176060,12613,176060,18939
176070,12607,176070,18939
176080,12611,176080,18935
176090,12613,176090,18936
176100,12610,176100,18943
176110,12611,176110,18940
176120,12609,176120,18936
176130,12613,176130,18944
176140,12616,176140,18948
176150,12613,176150,18943
176160,12611,176160,18941
176170,12609,176170,18947
176180,12607,176180,18954
176190,12610,176190,18954
176200,12613,176200,18955
176210,12611,176210,18956
176220,12607,176220,18958
176230,12610,176230,18962
176240,12611,176240,18963
176250,12610,176250,18966
176260,12613,176260,18967
176270,12616,176270,18966
176280,12611,176280,18963
176290,12609,176290,18960
176300,12614,176300,18964
176310,12617,176310,18970
176320,12618,176320,18974
176330,12617,176330,18983
176340,12616,176340,18985
176350,12616,176350,18982
176360,12613,176360,18983
176370,12607,176370,18983
176380,12610,176380,18979
176390,12611,176390,18983
176400,12613,176400,18987
176410,12614,176410,18990
176420,12610,176420,18995
176430,12611,176430,18994
176440,12614,176440,18994
176450,12613,176450,18995
176460,12613,176460,18995
176470,12611,176470,18999
176480,12614,176480,19003
176490,12618,176490,19003
176500,12613,176500,19003
176510,12611,176510,19005
176520,12611,176520,19009
176530,12609,176530,19010
176540,12610,176540,19011
176550,12609,176550,19013
176560,12609,176560,19010
176570,12611,176570,19011
176580,12614,176580,19011
176590,12613,176590,19013
176600,12616,176600,19015
176610,12617,176610,19011
176620,12609,176620,19014
176630,12605,176630,19021
176640,12611,176640,19019
176650,12614,176650,19022
176660,12611,176660,19026
176670,12616,176670,19025
176680,12617,176680,19025
176690,12611,176690,19025
176700,12609,176700,19026
176710,12614,176710,19030
176720,12614,176720,19034
176730,12611,176730,19033
176740,12609,176740,19032
176750,12613,176750,19033
176760,12617,176760,19036
176770,12643,176770,19040
176780,12702,176780,19038
176790,12732,176790,19037
176800,12732,176800,19041
176810,12730,176810,19048
176820,12730,176820,19048
176830,12733,176830,19044
176840,12736,176840,19044
176850,12738,176850,19046
176860,12732,176860,19045
176870,12756,176870,19046
176880,12815,176880,19049
176890,12850,176890,19050
176900,12850,176900,19052
176910,12848,176910,19050
176920,12857,176920,19052
176930,12856,176930,19054
176940,12850,176940,19056
176950,12856,176950,19060
176960,12854,176960,19059
176970,12875,176970,19056
176980,12937,176980,19061
176990,12974,176990,19060
177000,12973,177000,19057
177010,12968,177010,19063
177020,12974,177020,19063
177030,12974,177030,19064
177040,12969,177040,19065
177050,12976,177050,19065
177060,12977,177060,19068
177070,12973,177070,19067
177080,12970,177080,19067
177090,12972,177090,19068
177100,12976,177100,19068
177110,12973,177110,19068
177120,12970,177120,19071
177130,12970,177130,19069
177140,12969,177140,19076
177150,12974,177150,19076
177160,12974,177160,19069
177170,12976,177170,19072
177180,12978,177180,19073
177190,12976,177190,19075
177200,12973,177200,19077
177210,12974,177210,19073
177220,12969,177220,19071
177230,12969,177230,19073
177240,12969,177240,19072
177250,12969,177250,19080
177260,12969,177260,19081
177270,12970,177270,19083
177280,12974,177280,19087
177290,12970,177290,19083
177300,12969,177300,19084
177310,12976,177310,19081
177320,12976,177320,19080
177330,12969,177330,19081
177340,12972,177340,19084
177350,12978,177350,19089
177360,12976,177360,19089
177370,12972,177370,19087
177380,12968,177380,19087
177390,12968,177390,19085
177400,12974,177400,19084
177410,12976,177410,19089
177420,12974,177420,19091
177430,12972,177430,19091
177440,12972,177440,19091
177450,12973,177450,19092
177460,12969,177460,19095
177470,12966,177470,19096
177480,12968,177480,19092
177490,12969,177490,19092
177500,12974,177500,19095
177510,12973,177510,19095
177520,12968,177520,19092
177530,12964,177530,19093
177540,12966,177540,19095
177550,12976,177550,19100
177560,12976,177560,19098
177570,12969,177570,19096
177580,12972,177580,19100
177590,12974,177590,19102
177600,12972,177600,19102
177610,12972,177610,19098
177620,12974,177620,19099
177630,12973,177630,19103
177640,12968,177640,19098
177650,12969,177650,19096
177660,12972,177660,19104
177670,12968,177670,19107
177680,12973,177680,19104
177690,12980,177690,19104
177700,12977,177700,19102
177710,12976,177710,19102
177720,12976,177720,19108
177730,12972,177730,19110
177740,12973,177740,19107
177750,12976,177750,19108
177760,12969,177760,19111
177770,12965,177770,19111
177780,12973,177780,19112
177790,12976,177790,19114
177800,12978,177800,19119
177810,12974,177810,19118
177820,12970,177820,19118
177830,12972,177830,19116
177840,12969,177840,19110
177850,12965,177850,19112
177860,12968,177860,19116
177870,12970,177870,19119
177880,12972,177880,19116
177890,12974,177890,19111
177900,12972,177900,19119
177910,12974,177910,19120
177920,12977,177920,19120
177930,12976,177930,19123
177940,12974,177940,19120
177950,12973,177950,19120
177960,12973,177960,19123
177970,12974,177970,19122
177980,12973,177980,19126
177990,12969,177990,19124
178000,12969,178000,19122
178010,12970,178010,19126
178020,12972,178020,19124
178030,12973,178030,19120
178040,12973,178040,19123
178050,12969,178050,19131
178060,12969,178060,19131
178070,12968,178070,19128
178080,12969,178080,19128
178090,12974,178090,19127
178100,12970,178100,19131
178110,12966,178110,19135
178120,12969,178120,19132
178130,12970,178130,19130
178140,12973,178140,19132
178150,12976,178150,19137
178160,12976,178160,19130
178170,12972,178170,19128
178180,12973,178180,19131
178190,12974,178190,19128
178200,12973,178200,19132
178210,12976,178210,19134
178220,12972,178220,19132
178230,12969,178230,19134
178240,12972,178240,19134
178250,12973,178250,19138
178260,12974,178260,19139
178270,12976,178270,19138
178280,12977,178280,19137
178290,12978,178290,19135
178300,12974,178300,19137
178310,12973,178310,19142
178320,12973,178320,19143
178330,12974,178330,19139
178340,12980,178340,19138
178350,12976,178350,19137
178360,12972,178360,19139
178370,12970,178370,19145
178380,12972,178380,19146
178390,12972,178390,19145
178400,12970,178400,19141
178410,12972,178410,19142
178420,12972,178420,19145
178430,12970,178430,19141
178440,12969,178440,19141
178450,12970,178450,19151
178460,12970,178460,19150
178470,12969,178470,19146
178480,12972,178480,19147
178490,12972,178490,19147
178500,12968,178500,19150
178510,12973,178510,19147
178520,12981,178520,19146
178530,12977,178530,19150
178540,12973,178540,19151
178550,12966,178550,19149
178560,12966,178560,19147
178570,12976,178570,19149
178580,12977,178580,19151
178590,12974,178590,19155
178600,12977,178600,19151
178610,12977,178610,19150
178620,12972,178620,19153
178630,12973,178630,19155
178640,12974,178640,19159
178650,12970,178650,19155
178660,12970,178660,19154
178670,12974,178670,19157
178680,12976,178680,19153
178690,12970,178690,19153
178700,12969,178700,19157
178710,12972,178710,19155
178720,12977,178720,19159
178730,12978,178730,19161
178740,12972,178740,19157
178750,12969,178750,19157
178760,12974,178760,19154
178770,12973,178770,19157
178780,12970,178780,19159
178790,12973,178790,19155
178800,12973,178800,19158
178810,12977,178810,19161
178820,12977,178820,19165
178830,12970,178830,19161
178840,12972,178840,19158
178850,12980,178850,19165
178860,12976,178860,19165
178870,12974,178870,19163
178880,12976,178880,19166
178890,12972,178890,19162
178900,12972,178900,19162
178910,12976,178910,19166
178920,12972,178920,19166
178930,12969,178930,19173
178940,12970,178940,19174
178950,12972,178950,19173
178960,12973,178960,19174
178970,12972,178970,19177
178980,12973,178980,19181
178990,12972,178990,19180
179000,12972,179000,19178
179010,12974,179010,19181
179020,12973,179020,19186
179030,12977,179030,19188
179040,12974,179040,19189
179050,12974,179050,19192
179060,12978,179060,19190
179070,12978,179070,19185
179080,12974,179080,19190
179090,12970,179090,19201
179100,12974,179100,19204
179110,12974,179110,19205
179120,12974,179120,19208
179130,12974,179130,19208
179140,12972,179140,19208
179150,12972,179150,19209
179160,12969,179160,19213
179170,12969,179170,19217
179180,12976,179180,19219
179190,12974,179190,19219
179200,12969,179200,19219
179210,12972,179210,19220
179220,12970,179220,19221
179230,12973,179230,19223
179240,12976,179240,19225
179250,12969,179250,19224
179260,12969,179260,19224
179270,12974,179270,19229
179280,12977,179280,19232
179290,12972,179290,19228
179300,12968,179300,19227
179310,12973,179310,19229
179320,12972,179320,19235
179330,12968,179330,19237
179340,12973,179340,19241
179350,12973,179350,19244
179360,12972,179360,19241
179370,12972,179370,19240
179380,12972,179380,19241
179390,12976,179390,19239
179400,12974,179400,19243
179410,12972,179410,19247
179420,12974,179420,19247
179430,12976,179430,19250
179440,12974,179440,19250
179450,12976,179450,19251
179460,12974,179460,19252
179470,12972,179470,19247
179480,12973,179480,19250
179490,12972,179490,19256
179500,12973,179500,19258
179510,12974,179510,19258
179520,12974,179520,19262
179530,12976,179530,19264
179540,12973,179540,19259
179550,12968,179550,19255
179560,12972,179560,19260
179570,12973,179570,19266
179580,12973,179580,19263
179590,12974,179590,19262
179600,12974,179600,19262
179610,12970,179610,19259
179620,12973,179620,19264
179630,12974,179630,19270
179640,12973,179640,19270
179650,12974,179650,19268
179660,12978,179660,19270
179670,12980,179670,19272
179680,12973,179680,19275
179690,12973,179690,19275
179700,12974,179700,19276
179710,12969,179710,19274
179720,12970,179720,19272
179730,12972,179730,19279
179740,12972,179740,19276
179750,12976,179750,19274
179760,12980,179760,19279
179770,12977,179770,19280
179780,12974,179780,19278
179790,12976,179790,19278
179800,12977,179800,19280
179810,12973,179810,19289
179820,12972,179820,19287
179830,12976,179830,19286
179840,12974,179840,19289
179850,12969,179850,19290
179860,12972,179860,19293
179870,12973,179870,19290
179880,12972,179880,19287
179890,12973,179890,19290
179900,12970,179900,19290
179910,12969,179910,19290
179920,12973,179920,19294
179930,12977,179930,19293
179940,12981,179940,19295
179950,12978,179950,19301
179960,12974,179960,19297
179970,12973,179970,19301
179980,12974,179980,19302
179990,12976,179990,19301
180000,12973,180000,19303
180010,12973,180010,19303
180020,12976,180020,19305
180030,12974,180030,19306
180040,12974,180040,19303
180050,12968,180050,19302
180060,12969,180060,19303
180070,12974,180070,19307
180080,12973,180080,19309
180090,12972,180090,19309
180100,12970,180100,19309
180110,12970,180110,19309
180120,12970,180120,19310
180130,12973,180130,19310
180140,12976,180140,19310
180150,12974,180150,19311
180160,12972,180160,19311
180170,12970,180170,19314
180180,12969,180180,19311
180190,12972,180190,19311
180200,12972,180200,19314
180210,12973,180210,19313
180220,12972,180220,19311
180230,12972,180230,19314
180240,12973,180240,19317
180250,12972,180250,19318
180260,12973,180260,19319
180270,12974,180270,19317
180280,12974,180280,19317
180290,12973,180290,19321
180300,12974,180300,19322
180310,12974,180310,19321
180320,12973,180320,19326
180330,12978,180330,19324
180340,12980,180340,19318
180350,12974,180350,19324
180360,12972,180360,19328
180370,12974,180370,19329
180380,12976,180380,19329
180390,12976,180390,19329
180400,12977,180400,19333
180410,12976,180410,19337
180420,12976,180420,19336
180430,12978,180430,19333
180440,12978,180440,19329
180450,12976,180450,19329
180460,12973,180460,19333
180470,12970,180470,19332
180480,12968,180480,19334
180490,12974,180490,19336
180500,12980,180500,19333
180510,12977,180510,19336
180520,12974,180520,19336
180530,12972,180530,19334
180540,12976,180540,19333
180550,12976,180550,19334
180560,12973,180560,19341
180570,12972,180570,19345
180580,12970,180580,19346
180590,12972,180590,19340
180600,12974,180600,19341
180610,12970,180610,19342
180620,12965,180620,19342
180630,12969,180630,19346
180640,12976,180640,19346
180650,12976,180650,19348
180660,12976,180660,19348
180670,12976,180670,19345
180680,12977,180680,19344
180690,12978,180690,19342
180700,12972,180700,19344
180710,12973,180710,19345
180720,12977,180720,19344
180730,12977,180730,19345
180740,12980,180740,19344
180750,12980,180750,19349
180760,12978,180760,19353
180770,12976,180770,19352
180780,12970,180780,19350
180790,12969,180790,19350
180800,12973,180800,19350
180810,12978,180810,19350
180820,12978,180820,19353
180830,12974,180830,19352
180840,12974,180840,19350
180850,12974,180850,19354
180860,12973,180860,19353
180870,12973,180870,19350
180880,12977,180880,19353
180890,12976,180890,19358
180900,12976,180900,19360
180910,12980,180910,19356
180920,12978,180920,19356
180930,12972,180930,19357
180940,12973,180940,19360
180950,12973,180950,19364
180960,12976,180960,19361
180970,12978,180970,19360
180980,12977,180980,19363
180990,12973,180990,19361
181000,12972,181000,19361
181010,12973,181010,19358
181020,12974,181020,19360
181030,12978,181030,19364
181040,12976,181040,19367
181050,12976,181050,19364
181060,12976,181060,19364
181070,12970,181070,19367
181080,12972,181080,19368
181090,12972,181090,19368
181100,12973,181100,19369
181110,12976,181110,19371
181120,12974,181120,19365
181130,12970,181130,19364
181140,12974,181140,19363
181150,12976,181150,19364
181160,12973,181160,19373
181170,12976,181170,19373
181180,12984,181180,19372
181190,13051,181190,19373
181200,13111,181200,19375
181210,13107,181210,19375
181220,13111,181220,19371
181230,13117,181230,19373
181240,13113,181240,19379
181250,13111,181250,19377
181260,13109,181260,19376
181270,13107,181270,19376
181280,13112,181280,19376
181290,13111,181290,19377
181300,13111,181300,19377
181310,13113,181310,19377
181320,13108,181320,19379
181330,13107,181330,19383
181340,13107,181340,19381
181350,13107,181350,19376
181360,13109,181360,19379
181370,13109,181370,19381
181380,13107,181380,19380
181390,13163,181390,19381
181400,13220,181400,19387
181410,13223,181410,19387
181420,13225,181420,19383
181430,13224,181430,19385
181440,13221,181440,19389
181450,13221,181450,19385
181460,13224,181460,19383
181470,13223,181470,19384
181480,13221,181480,19387
181490,13221,181490,19388
181500,13221,181500,19389
181510,13218,181510,19389
181520,13221,181520,19389
181530,13220,181530,19389
181540,13217,181540,19392
181550,13221,181550,19395
181560,13224,181560,19395
181570,13221,181570,19396
181580,13216,181580,19395
181590,13221,181590,19388
181600,13224,181600,19389
181610,13223,181610,19393
181620,13223,181620,19393
181630,13224,181630,19395
181640,13225,181640,19395
181650,13224,181650,19395
181660,13223,181660,19399
181670,13221,181670,19397
181680,13227,181680,19395
181690,13228,181690,19395
181700,13221,181700,19396
181710,13221,181710,19399
181720,13221,181720,19397
181730,13214,181730,19396
181740,13216,181740,19396
181750,13223,181750,19396
181760,13224,181760,19404
181770,13223,181770,19406
181780,13223,181780,19399
181790,13225,181790,19397
181800,13225,181800,19402
181810,13225,181810,19404
181820,13225,181820,19404
181830,13221,181830,19406
181840,13218,181840,19408
181850,13227,181850,19408
181860,13229,181860,19407
181870,13221,181870,19406
181880,13221,181880,19403
181890,13224,181890,19407
181900,13223,181900,19410
181910,13221,181910,19406
181920,13218,181920,19404
181930,13221,181930,19407
181940,13217,181940,19410
181950,13217,181950,19415
181960,13224,181960,19412
181970,13223,181970,19412
181980,13220,181980,19412
181990,13223,181990,19404
182000,13223,182000,19404
182010,13221,182010,19412
182020,13223,182020,19416
182030,13225,182030,19416
182040,13221,182040,19418
182050,13224,182050,19426
182060,13231,182060,19431
182070,13227,182070,19430
182080,13227,182080,19430
182090,13229,182090,19434
182100,13224,182100,19434
182110,13220,182110,19431
182120,13227,182120,19435
182130,13227,182130,19432
182140,13218,182140,19432
182150,13220,182150,19437
182160,13225,182160,19434
182170,13223,182170,19434
182180,13224,182180,19435
182190,13229,182190,19437
182200,13224,182200,19437
182210,13225,182210,19437
182220,13228,182220,19437
182230,13228,182230,19438
182240,13228,182240,19439
182250,13224,182250,19442
182260,13224,182260,19445
182270,13224,182270,19443
182280,13217,182280,19449
182290,13217,182290,19446
182300,13223,182300,19451
182310,13223,182310,19461
182320,13221,182320,19459
182330,13224,182330,19461
182340,13227,182340,19466
182350,13224,182350,19467
182360,13220,182360,19470
182370,13221,182370,19471
182380,13223,182380,19471
182390,13223,182390,19473
182400,13224,182400,19476
182410,13224,182410,19478
182420,13227,182420,19481
182430,13227,182430,19481
182440,13221,182440,19477
182450,13218,182450,19482
182460,13227,182460,19486
182470,13228,182470,19482
182480,13225,182480,19485
182490,13225,182490,19492
182500,13220,182500,19493
182510,13223,182510,19488
182520,13221,182520,19484
182530,13217,182530,19489
182540,13224,182540,19492
182550,13227,182550,19493
182560,13225,182560,19498
182570,13227,182570,19501
182580,13223,182580,19504
182590,13221,182590,19504
182600,13227,182600,19500
182610,13225,182610,19501
182620,13224,182620,19502
182630,13225,182630,19501
182640,13224,182640,19502
182650,13225,182650,19502
182660,13221,182660,19506
182670,13223,182670,19510
182680,13221,182680,19506
182690,13218,182690,19504
182700,13223,182700,19508
182710,13221,182710,19509
182720,13221,182720,19510
182730,13224,182730,19510
182740,13224,182740,19510
182750,13220,182750,19515
182760,13220,182760,19517
182770,13220,182770,19517
182780,13223,182780,19520
182790,13223,182790,19520
182800,13223,182800,19521
182810,13227,182810,19520
182820,13224,182820,19516
182830,13223,182830,19519
182840,13224,182840,19520
182850,13225,182850,19521
182860,13221,182860,19525
182870,13218,182870,19524
182880,13221,182880,19524
182890,13227,182890,19528
182900,13224,182900,19528
182910,13221,182910,19528
182920,13223,182920,19527
182930,13224,182930,19527
182940,13225,182940,19532
182950,13221,182950,19531
182960,13221,182960,19529
182970,13221,182970,19532
182980,13218,182980,19531
182990,13221,182990,19535
183000,13223,183000,19535
183010,13223,183010,19536
183020,13225,183020,19535
183030,13227,183030,19533
183040,13224,183040,19539
183050,13227,183050,19541
183060,13228,183060,19540
183070,13227,183070,19541
183080,13224,183080,19541
183090,13223,183090,19541
183100,13224,183100,19544
183110,13221,183110,19544
183120,13220,183120,19550
183130,13223,183130,19548
183140,13225,183140,19547
183150,13223,183150,19551
183160,13220,183160,19550
183170,13220,183170,19544
183180,13227,183180,19545
183190,13224,183190,19548
183200,13220,183200,19551
183210,13223,183210,19551
183220,13221,183220,19548
183230,13220,183230,19551
183240,13217,183240,19552
183250,13217,183250,19555
183260,13225,183260,19554
183270,13229,183270,19552
183280,13223,183280,19559
183290,13223,183290,19559
183300,13223,183300,19559
183310,13223,183310,19559
183320,13224,183320,19559
183330,13228,183330,19560
183340,13228,183340,19562
183350,13220,183350,19560
183360,13220,183360,19562
183370,13223,183370,19562
183380,13227,183380,19562
183390,13225,183390,19563
183400,13224,183400,19562
183410,13223,183410,19560
183420,13227,183420,19562
183430,13227,183430,19562
183440,13224,183440,19564
