 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	 Motor switch_
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	61488
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804	IndexOffset	385148
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

47670	1965	47670	295	47670	6405	47670	0	47670	1261	47670	123	47670	0	47670	7241	47670	1
47680	1964	47680	298	47680	6404	47680	0	47680	1263	47680	121	47680	0	47680	7243	47680	1
47690	1963	47690	300	47690	6401	47690	0	47690	1265	47690	117	47690	0	47690	7243	47690	1
47700	1963	47700	298	47700	6407	47700	0	47700	1268	47700	114	47700	0	47700	7244	47700	1
47710	1961	47710	298	47710	6411	47710	0	47710	1268	47710	114	47710	0	47710	7249	47710	1
47720	1963	47720	302	47720	6408	47720	0	47720	1264	47720	118	47720	0	47720	7249	47720	1
47730	1964	47730	299	47730	6408	47730	0	47730	1265	47730	117	47730	0	47730	7247	47730	1
47740	1963	47740	295	47740	6408	47740	0	47740	1270	47740	113	47740	0	47740	7244	47740	1
47750	1961	47750	288	47750	6408	47750	0	47750	1268	47750	115	47750	0	47750	7248	47750	1
47760	1964	47760	290	47760	6411	47760	0	47760	1265	47760	115	47760	0	47760	7241	47760	1
47770	1964	47770	292	47770	6408	47770	0	47770	1265	47770	115	47770	0	47770	7237	47770	1
47780	2000	47780	292	47780	6413	47780	0	47780	1270	47780	118	47780	0	47780	7243	47780	1
47790	2066	47790	292	47790	6412	47790	0	47790	1268	47790	119	47790	0	47790	7244	47790	1
47800	2097	47800	290	47800	6413	47800	0	47800	1265	47800	117	47800	0	47800	7240	47800	1
47810	2096	47810	294	47810	6419	47810	0	47810	1265	47810	119	47810	0	47810	7241	47810	1
47820	2093	47820	294	47820	6415	47820	0	47820	1265	47820	121	47820	0	47820	7247	47820	1
47830	2091	47830	295	47830	6415	47830	0	47830	1265	47830	118	47830	0	47830	7244	47830	1
47840	2085	47840	299	47840	6418	47840	0	47840	1265	47840	121	47840	0	47840	7241	47840	1
47850	2087	47850	300	47850	6415	47850	0	47850	1265	47850	118	47850	0	47850	7244	47850	1
47860	2089	47860	296	47860	6418	47860	0	47860	1270	47860	118	47860	0	47860	7245	47860	1
47870	2096	47870	296	47870	6423	47870	0	47870	1272	47870	119	47870	0	47870	7243	47870	1
47880	2093	47880	296	47880	6424	47880	0	47880	1268	47880	115	47880	0	47880	7240	47880	1
47890	2089	47890	296	47890	6427	47890	0	47890	1264	47890	117	47890	0	47890	7240	47890	1
47900	2093	47900	300	47900	6424	47900	0	47900	1265	47900	117	47900	0	47900	7240	47900	1
47910	2093	47910	299	47910	6422	47910	0	47910	1265	47910	118	47910	0	47910	7240	47910	1
47920	2088	47920	298	47920	6427	47920	0	47920	1265	47920	118	47920	0	47920	7241	47920	1
47930	2087	47930	298	47930	6428	47930	0	47930	1265	47930	117	47930	0	47930	7240	47930	1
47940	2087	47940	295	47940	6427	47940	0	47940	1264	47940	121	47940	0	47940	7238	47940	1
47950	2084	47950	296	47950	6428	47950	0	47950	1267	47950	121	47950	0	47950	7240	47950	1
47960	2088	47960	296	47960	6427	47960	0	47960	1267	47960	119	47960	0	47960	7243	47960	1
47970	2091	47970	296	47970	6428	47970	0	47970	1270	47970	118	47970	0	47970	7243	47970	1
47980	2087	47980	296	47980	6431	47980	0	47980	1268	47980	119	47980	0	47980	7240	47980	1
47990	2088	47990	294	47990	6430	47990	0	47990	1264	47990	115	47990	0	47990	7240	47990	1
48000	2092	48000	298	48000	6430	48000	0	48000	1268	48000	111	48000	0	48000	7240	48000	1
48010	2091	48010	302	48010	6432	48010	0	48010	1270	48010	113	48010	0	48010	7238	48010	1
48020	2091	48020	298	48020	6435	48020	0	48020	1270	48020	114	48020	0	48020	7238	48020	1
48030	2095	48030	350	48030	6432	48030	0	48030	1268	48030	118	48030	0	48030	7237	48030	1
48040	2096	48040	414	48040	6431	48040	0	48040	1268	48040	123	48040	0	48040	7236	48040	1
48050	2089	48050	418	48050	6432	48050	0	48050	1265	48050	121	48050	0	48050	7238	48050	1
48060	2091	48060	416	48060	6434	48060	0	48060	1264	48060	118	48060	0	48060	7238	48060	1
48070	2092	48070	416	48070	6436	48070	0	48070	1264	48070	122	48070	0	48070	7238	48070	1
48080	2092	48080	419	48080	6436	48080	0	48080	1267	48080	121	48080	0	48080	7237	48080	1
48090	2092	48090	419	48090	6438	48090	0	48090	1270	48090	117	48090	0	48090	7238	48090	1
48100	2092	48100	414	48100	6438	48100	0	48100	1267	48100	119	48100	0	48100	7240	48100	1
48110	2093	48110	418	48110	6436	48110	0	48110	1265	48110	123	48110	0	48110	7240	48110	1
48120	2089	48120	422	48120	6438	48120	0	48120	1265	48120	119	48120	0	48120	7243	48120	1
48130	2088	48130	466	48130	6439	48130	0	48130	1267	48130	115	48130	0	48130	7244	48130	1
48140	2092	48140	522	48140	6438	48140	0	48140	1268	48140	117	48140	0	48140	7241	48140	1
48150	2093	48150	534	48150	6435	48150	0	48150	1271	48150	117	48150	0	48150	7238	48150	1
48160	2093	48160	538	48160	6436	48160	0	48160	1272	48160	118	48160	0	48160	7240	48160	1
48170	2095	48170	538	48170	6438	48170	0	48170	1272	48170	117	48170	0	48170	7240	48170	1
48180	2093	48180	538	48180	6438	48180	0	48180	1272	48180	118	48180	0	48180	7238	48180	1
48190	2092	48190	540	48190	6439	48190	0	48190	1271	48190	121	48190	0	48190	7240	48190	1
48200	2092	48200	539	48200	6444	48200	0	48200	1267	48200	121	48200	0	48200	7241	48200	1
48210	2093	48210	538	48210	6447	48210	0	48210	1265	48210	117	48210	0	48210	7240	48210	1
48220	2093	48220	539	48220	6444	48220	0	48220	1270	48220	113	48220	0	48220	7240	48220	1
48230	2089	48230	540	48230	6444	48230	0	48230	1270	48230	114	48230	0	48230	7238	48230	1
48240	2085	48240	543	48240	6446	48240	0	48240	1268	48240	115	48240	0	48240	7240	48240	1
48250	2085	48250	538	48250	6450	48250	0	48250	1268	48250	121	48250	0	48250	7238	48250	1
48260	2084	48260	535	48260	6452	48260	0	48260	1271	48260	119	48260	0	48260	7238	48260	1
48270	2087	48270	536	48270	6457	48270	0	48270	1270	48270	114	48270	0	48270	7240	48270	1
48280	2093	48280	538	48280	6458	48280	0	48280	1267	48280	115	48280	0	48280	7243	48280	1
48290	2093	48290	540	48290	6455	48290	0	48290	1268	48290	121	48290	0	48290	7248	48290	1
48300	2088	48300	539	48300	6457	48300	0	48300	1270	48300	122	48300	0	48300	7245	48300	1
48310	2089	48310	534	48310	6465	48310	0	48310	1268	48310	119	48310	0	48310	7241	48310	1
48320	2093	48320	535	48320	6465	48320	0	48320	1271	48320	126	48320	0	48320	7240	48320	1
48330	2088	48330	585	48330	6470	48330	0	48330	1271	48330	125	48330	0	48330	7238	48330	1
48340	2089	48340	644	48340	6469	48340	0	48340	1270	48340	121	48340	0	48340	7241	48340	1
48350	2093	48350	658	48350	6466	48350	0	48350	1270	48350	119	48350	0	48350	7241	48350	1
48360	2096	48360	656	48360	6473	48360	0	48360	1270	48360	118	48360	0	48360	7243	48360	1
48370	2095	48370	654	48370	6473	48370	0	48370	1268	48370	119	48370	0	48370	7243	48370	1
48380	2116	48380	654	48380	6473	48380	0	48380	1264	48380	122	48380	0	48380	7240	48380	1
48390	2179	48390	655	48390	6477	48390	0	48390	1264	48390	119	48390	0	48390	7241	48390	1
48400	2214	48400	655	48400	6478	48400	0	48400	1264	48400	115	48400	0	48400	7241	48400	1
48410	2219	48410	655	48410	6483	48410	0	48410	1261	48410	119	48410	0	48410	7240	48410	1
48420	2225	48420	655	48420	6487	48420	0	48420	1264	48420	119	48420	0	48420	7240	48420	1
48430	2221	48430	655	48430	6486	48430	0	48430	1267	48430	118	48430	0	48430	7241	48430	1
48440	2220	48440	658	48440	6487	48440	0	48440	1270	48440	121	48440	0	48440	7240	48440	1
48450	2220	48450	660	48450	6487	48450	0	48450	1271	48450	119	48450	0	48450	7234	48450	1
48460	2221	48460	656	48460	6487	48460	0	48460	1271	48460	118	48460	0	48460	7236	48460	1
48470	2221	48470	655	48470	6494	48470	0	48470	1268	48470	117	48470	0	48470	7240	48470	1
48480	2214	48480	659	48480	6493	48480	0	48480	1264	48480	119	48480	0	48480	7240	48480	1
48490	2214	48490	658	48490	6494	48490	0	48490	1264	48490	117	48490	0	48490	7238	48490	1
48500	2225	48500	659	48500	6496	48500	0	48500	1268	48500	119	48500	0	48500	7241	48500	1
48510	2225	48510	659	48510	6494	48510	0	48510	1268	48510	118	48510	0	48510	7245	48510	1
48520	2221	48520	662	48520	6498	48520	0	48520	1264	48520	118	48520	0	48520	7244	48520	1
48530	2216	48530	664	48530	6504	48530	0	48530	1267	48530	121	48530	0	48530	7243	48530	1
48540	2216	48540	658	48540	6505	48540	0	48540	1270	48540	117	48540	0	48540	7244	48540	1
48550	2220	48550	656	48550	6508	48550	0	48550	1264	48550	118	48550	0	48550	7240	48550	1
48560	2220	48560	663	48560	6512	48560	0	48560	1260	48560	115	48560	0	48560	7234	48560	1
48570	2221	48570	663	48570	6514	48570	0	48570	1264	48570	113	48570	0	48570	7236	48570	1
48580	2221	48580	659	48580	6516	48580	0	48580	1267	48580	117	48580	0	48580	7236	48580	1
48590	2216	48590	659	48590	6518	48590	0	48590	1264	48590	119	48590	0	48590	7238	48590	1
48600	2213	48600	655	48600	6521	48600	0	48600	1265	48600	121	48600	0	48600	7237	48600	1
48610	2219	48610	654	48610	6522	48610	0	48610	1267	48610	119	48610	0	48610	7236	48610	1
48620	2223	48620	655	48620	6525	48620	0	48620	1270	48620	119	48620	0	48620	7234	48620	1
48630	2231	48630	656	48630	6528	48630	0	48630	1271	48630	121	48630	0	48630	7236	48630	1
48640	2228	48640	659	48640	6531	48640	0	48640	1267	48640	119	48640	0	48640	7236	48640	1
48650	2221	48650	656	48650	6535	48650	0	48650	1268	48650	115	48650	0	48650	7234	48650	1
48660	2217	48660	658	48660	6537	48660	0	48660	1270	48660	114	48660	0	48660	7238	48660	1
48670	2214	48670	658	48670	6539	48670	0	48670	1268	48670	114	48670	0	48670	7240	48670	1
48680	2221	48680	658	48680	6547	48680	0	48680	1271	48680	115	48680	0	48680	7240	48680	1
48690	2225	48690	658	48690	6548	48690	0	48690	1271	48690	118	48690	0	48690	7236	48690	1
48700	2225	48700	656	48700	6544	48700	0	48700	1267	48700	115	48700	0	48700	7236	48700	1
48710	2217	48710	660	48710	6549	48710	0	48710	1265	48710	114	48710	0	48710	7240	48710	1
48720	2213	48720	658	48720	6548	48720	0	48720	1267	48720	117	48720	0	48720	7236	48720	1
48730	2219	48730	656	48730	6553	48730	0	48730	1267	48730	119	48730	0	48730	7237	48730	1
48740	2225	48740	654	48740	6560	48740	0	48740	1267	48740	119	48740	0	48740	7240	48740	1
48750	2229	48750	655	48750	6559	48750	0	48750	1267	48750	118	48750	0	48750	7240	48750	1
48760	2227	48760	662	48760	6560	48760	0	48760	1264	48760	117	48760	0	48760	7237	48760	1
48770	2225	48770	660	48770	6564	48770	0	48770	1261	48770	117	48770	0	48770	7237	48770	1
48780	2223	48780	656	48780	6567	48780	0	48780	1265	48780	118	48780	0	48780	7241	48780	1
48790	2220	48790	655	48790	6570	48790	0	48790	1268	48790	117	48790	0	48790	7243	48790	1
48800	2216	48800	658	48800	6571	48800	0	48800	1264	48800	114	48800	0	48800	7241	48800	1
48810	2217	48810	663	48810	6575	48810	0	48810	1264	48810	117	48810	0	48810	7241	48810	1
48820	2217	48820	662	48820	6576	48820	0	48820	1264	48820	117	48820	0	48820	7243	48820	1
48830	2219	48830	658	48830	6580	48830	0	48830	1264	48830	110	48830	0	48830	7237	48830	1
48840	2224	48840	654	48840	6588	48840	0	48840	1265	48840	111	48840	0	48840	7238	48840	1
48850	2221	48850	654	48850	6584	48850	0	48850	1265	48850	115	48850	0	48850	7240	48850	1
48860	2221	48860	659	48860	6578	48860	0	48860	1267	48860	121	48860	0	48860	7240	48860	1
48870	2221	48870	659	48870	6587	48870	0	48870	1265	48870	119	48870	0	48870	7243	48870	1
48880	2224	48880	656	48880	6595	48880	0	48880	1261	48880	115	48880	0	48880	7245	48880	1
48890	2224	48890	659	48890	6599	48890	0	48890	1264	48890	117	48890	0	48890	7243	48890	1
48900	2221	48900	660	48900	6603	48900	0	48900	1267	48900	117	48900	0	48900	7237	48900	1
48910	2223	48910	660	48910	6605	48910	0	48910	1267	48910	115	48910	0	48910	7236	48910	1
48920	2225	48920	658	48920	6609	48920	0	48920	1265	48920	117	48920	0	48920	7236	48920	1
48930	2224	48930	655	48930	6611	48930	0	48930	1265	48930	118	48930	0	48930	7236	48930	1
48940	2225	48940	659	48940	6613	48940	0	48940	1268	48940	118	48940	0	48940	7240	48940	1
48950	2224	48950	656	48950	6613	48950	0	48950	1272	48950	118	48950	0	48950	7238	48950	1
48960	2219	48960	651	48960	6619	48960	0	48960	1270	48960	118	48960	0	48960	7240	48960	1
48970	2216	48970	655	48970	6625	48970	0	48970	1267	48970	117	48970	0	48970	7241	48970	1
48980	2213	48980	659	48980	6627	48980	0	48980	1270	48980	118	48980	0	48980	7237	48980	1
48990	2221	48990	656	48990	6630	48990	0	48990	1264	48990	119	48990	0	48990	7240	48990	1
49000	2227	49000	654	49000	6633	49000	0	49000	1265	49000	119	49000	0	49000	7240	49000	1
49010	2219	49010	654	49010	6639	49010	0	49010	1270	49010	117	49010	0	49010	7237	49010	1
49020	2213	49020	660	49020	6642	49020	0	49020	1265	49020	111	49020	0	49020	7240	49020	1
49030	2216	49030	658	49030	6646	49030	0	49030	1265	49030	114	49030	0	49030	7238	49030	1
49040	2220	49040	654	49040	6650	49040	0	49040	1268	49040	119	49040	0	49040	7236	49040	1
49050	2220	49050	655	49050	6652	49050	0	49050	1268	49050	117	49050	0	49050	7238	49050	1
49060	2221	49060	658	49060	6656	49060	0	49060	1267	49060	113	49060	0	49060	7237	49060	1
49070	2227	49070	656	49070	6661	49070	0	49070	1267	49070	115	49070	0	49070	7236	49070	1
49080	2221	49080	655	49080	6661	49080	0	49080	1270	49080	117	49080	0	49080	7237	49080	1
49090	2221	49090	659	49090	6666	49090	0	49090	1268	49090	117	49090	0	49090	7240	49090	1
49100	2220	49100	660	49100	6668	49100	0	49100	1267	49100	115	49100	0	49100	7240	49100	1
49110	2217	49110	658	49110	6668	49110	0	49110	1268	49110	115	49110	0	49110	7240	49110	1
49120	2221	49120	656	49120	6672	49120	0	49120	1270	49120	114	49120	0	49120	7237	49120	1
49130	2219	49130	654	49130	6673	49130	0	49130	1272	49130	113	49130	0	49130	7237	49130	1
49140	2220	49140	655	49140	6681	49140	0	49140	1271	49140	115	49140	0	49140	7240	49140	1
49150	2224	49150	658	49150	6688	49150	0	49150	1268	49150	117	49150	0	49150	7237	49150	1
49160	2224	49160	656	49160	6685	49160	0	49160	1270	49160	119	49160	0	49160	7240	49160	1
49170	2220	49170	655	49170	6689	49170	0	49170	1265	49170	118	49170	0	49170	7244	49170	1
49180	2217	49180	655	49180	6691	49180	0	49180	1267	49180	119	49180	0	49180	7240	49180	1
49190	2223	49190	656	49190	6691	49190	0	49190	1272	49190	118	49190	0	49190	7238	49190	1
49200	2227	49200	655	49200	6693	49200	0	49200	1270	49200	117	49200	0	49200	7237	49200	1
49210	2223	49210	654	49210	6692	49210	0	49210	1270	49210	115	49210	0	49210	7236	49210	1
49220	2216	49220	655	49220	6700	49220	0	49220	1270	49220	114	49220	0	49220	7240	49220	1
49230	2217	49230	655	49230	6708	49230	0	49230	1267	49230	114	49230	0	49230	7240	49230	1
49240	2221	49240	655	49240	6709	49240	0	49240	1265	49240	113	49240	0	49240	7238	49240	1
49250	2217	49250	659	49250	6708	49250	0	49250	1264	49250	114	49250	0	49250	7241	49250	1
49260	2223	49260	660	49260	6711	49260	0	49260	1265	49260	115	49260	0	49260	7243	49260	1
49270	2227	49270	658	49270	6716	49270	0	49270	1264	49270	115	49270	0	49270	7244	49270	1
49280	2220	49280	659	49280	6723	49280	0	49280	1267	49280	117	49280	0	49280	7244	49280	1
49290	2216	49290	658	49290	6728	49290	0	49290	1268	49290	118	49290	0	49290	7240	49290	1
49300	2219	49300	658	49300	6727	49300	0	49300	1267	49300	115	49300	0	49300	7241	49300	1
49310	2216	49310	659	49310	6735	49310	0	49310	1267	49310	118	49310	0	49310	7240	49310	1
49320	2216	49320	656	49320	6736	49320	0	49320	1270	49320	115	49320	0	49320	7237	49320	1
49330	2216	49330	654	49330	6734	49330	0	49330	1267	49330	113	49330	0	49330	7237	49330	1
49340	2214	49340	656	49340	6743	49340	0	49340	1265	49340	118	49340	0	49340	7237	49340	1
49350	2217	49350	659	49350	6747	49350	0	49350	1272	49350	122	49350	0	49350	7241	49350	1
49360	2216	49360	659	49360	6750	49360	0	49360	1270	49360	122	49360	0	49360	7238	49360	1
49370	2214	49370	659	49370	6758	49370	0	49370	1264	49370	119	49370	0	49370	7237	49370	1
49380	2219	49380	656	49380	6763	49380	0	49380	1265	49380	119	49380	0	49380	7238	49380	1
49390	2223	49390	651	49390	6771	49390	0	49390	1264	49390	118	49390	0	49390	7237	49390	1
49400	2225	49400	658	49400	6771	49400	0	49400	1265	49400	114	49400	0	49400	7236	49400	1
49410	2223	49410	662	49410	6773	49410	0	49410	1268	49410	117	49410	0	49410	7236	49410	1
49420	2214	49420	654	49420	6774	49420	0	49420	1268	49420	121	49420	0	49420	7238	49420	1
49430	2212	49430	652	49430	6773	49430	0	49430	1267	49430	121	49430	0	49430	7238	49430	1
49440	2219	49440	659	49440	6779	49440	0	49440	1268	49440	121	49440	0	49440	7238	49440	1
49450	2223	49450	659	49450	6783	49450	0	49450	1272	49450	117	49450	0	49450	7241	49450	1
49460	2224	49460	655	49460	6786	49460	0	49460	1265	49460	114	49460	0	49460	7243	49460	1
49470	2227	49470	656	49470	6793	49470	0	49470	1260	49470	122	49470	0	49470	7243	49470	1
49480	2227	49480	656	49480	6794	49480	0	49480	1264	49480	122	49480	0	49480	7243	49480	1
49490	2221	49490	654	49490	6794	49490	0	49490	1268	49490	117	49490	0	49490	7237	49490	1
49500	2217	49500	655	49500	6796	49500	0	49500	1267	49500	119	49500	0	49500	7240	49500	1
49510	2217	49510	658	49510	6797	49510	0	49510	1264	49510	118	49510	0	49510	7245	49510	1
49520	2217	49520	658	49520	6802	49520	0	49520	1264	49520	117	49520	0	49520	7244	49520	1
49530	2219	49530	677	49530	6814	49530	0	49530	1265	49530	121	49530	0	49530	7241	49530	1
49540	2221	49540	736	49540	6824	49540	0	49540	1268	49540	119	49540	0	49540	7238	49540	1
49550	2217	49550	770	49550	6825	49550	0	49550	1267	49550	119	49550	0	49550	7238	49550	1
49560	2212	49560	770	49560	6822	49560	0	49560	1264	49560	121	49560	0	49560	7241	49560	1
49570	2212	49570	774	49570	6825	49570	0	49570	1267	49570	119	49570	0	49570	7247	49570	1
49580	2216	49580	772	49580	6832	49580	0	49580	1267	49580	114	49580	0	49580	7244	49580	1
49590	2216	49590	772	49590	6836	49590	0	49590	1265	49590	113	49590	0	49590	7243	49590	1
49600	2221	49600	768	49600	6836	49600	0	49600	1265	49600	117	49600	0	49600	7245	49600	1
49610	2221	49610	772	49610	6840	49610	0	49610	1268	49610	118	49610	0	49610	7243	49610	1
49620	2220	49620	775	49620	6847	49620	0	49620	1268	49620	119	49620	0	49620	7241	49620	1
49630	2224	49630	774	49630	6845	49630	0	49630	1268	49630	115	49630	0	49630	7241	49630	1
49640	2221	49640	774	49640	6848	49640	0	49640	1267	49640	117	49640	0	49640	7241	49640	1
49650	2221	49650	771	49650	6853	49650	0	49650	1265	49650	119	49650	0	49650	7241	49650	1
49660	2217	49660	768	49660	6857	49660	0	49660	1268	49660	115	49660	0	49660	7241	49660	1
49670	2220	49670	771	49670	6859	49670	0	49670	1265	49670	115	49670	0	49670	7240	49670	1
49680	2229	49680	774	49680	6859	49680	0	49680	1267	49680	115	49680	0	49680	7238	49680	1
49690	2224	49690	772	49690	6861	49690	0	49690	1268	49690	114	49690	0	49690	7240	49690	1
49700	2224	49700	774	49700	6865	49700	0	49700	1270	49700	111	49700	0	49700	7237	49700	1
49710	2223	49710	774	49710	6868	49710	0	49710	1274	49710	115	49710	0	49710	7237	49710	1
49720	2219	49720	775	49720	6868	49720	0	49720	1270	49720	115	49720	0	49720	7243	49720	1
49730	2223	49730	775	49730	6872	49730	0	49730	1264	49730	113	49730	0	49730	7243	49730	1
49740	2221	49740	774	49740	6876	49740	0	49740	1267	49740	117	49740	0	49740	7237	49740	1
49750	2217	49750	770	49750	6872	49750	0	49750	1268	49750	115	49750	0	49750	7236	49750	1
49760	2216	49760	770	49760	6878	49760	0	49760	1265	49760	115	49760	0	49760	7238	49760	1
49770	2220	49770	775	49770	6883	49770	0	49770	1263	49770	118	49770	0	49770	7237	49770	1
49780	2231	49780	775	49780	6882	49780	0	49780	1265	49780	121	49780	0	49780	7233	49780	1
49790	2229	49790	774	49790	6886	49790	0	49790	1272	49790	122	49790	0	49790	7233	49790	1
49800	2219	49800	776	49800	6888	49800	0	49800	1272	49800	118	49800	0	49800	7230	49800	1
49810	2214	49810	775	49810	6894	49810	0	49810	1271	49810	113	49810	0	49810	7233	49810	1
49820	2219	49820	772	49820	6896	49820	0	49820	1268	49820	115	49820	0	49820	7233	49820	1
49830	2219	49830	786	49830	6894	49830	0	49830	1267	49830	121	49830	0	49830	7232	49830	1
49840	2217	49840	845	49840	6903	49840	0	49840	1265	49840	122	49840	0	49840	7234	49840	1
49850	2219	49850	894	49850	6906	49850	0	49850	1263	49850	122	49850	0	49850	7237	49850	1
49860	2213	49860	897	49860	6906	49860	0	49860	1267	49860	121	49860	0	49860	7240	49860	1
49870	2216	49870	897	49870	6913	49870	0	49870	1270	49870	119	49870	0	49870	7237	49870	1
49880	2220	49880	892	49880	6911	49880	0	49880	1265	49880	117	49880	0	49880	7233	49880	1
49890	2217	49890	891	49890	6910	49890	0	49890	1265	49890	117	49890	0	49890	7232	49890	1
49900	2221	49900	892	49900	6915	49900	0	49900	1268	49900	113	49900	0	49900	7232	49900	1
49910	2223	49910	894	49910	6921	49910	0	49910	1267	49910	114	49910	0	49910	7237	49910	1
49920	2223	49920	891	49920	6925	49920	0	49920	1263	49920	119	49920	0	49920	7241	49920	1
49930	2221	49930	891	49930	6929	49930	0	49930	1265	49930	118	49930	0	49930	7243	49930	1
49940	2227	49940	892	49940	6929	49940	0	49940	1267	49940	114	49940	0	49940	7241	49940	1
49950	2229	49950	898	49950	6929	49950	0	49950	1265	49950	115	49950	0	49950	7241	49950	1
49960	2224	49960	899	49960	6929	49960	0	49960	1267	49960	119	49960	0	49960	7243	49960	1
49970	2217	49970	891	49970	6923	49970	0	49970	1268	49970	122	49970	0	49970	7241	49970	1
49980	2212	49980	894	49980	6931	49980	0	49980	1271	49980	123	49980	0	49980	7241	49980	1
49990	2220	49990	897	49990	6939	49990	0	49990	1268	49990	123	49990	0	49990	7241	49990	1
50000	2223	50000	894	50000	6935	50000	0	50000	1265	50000	121	50000	0	50000	7241	50000	1
50010	2214	50010	894	50010	6939	50010	0	50010	1270	50010	119	50010	0	50010	7244	50010	1
50020	2217	50020	894	50020	6943	50020	0	50020	1270	50020	118	50020	0	50020	7245	50020	1
50030	2220	50030	897	50030	6941	50030	0	50030	1267	50030	115	50030	0	50030	7241	50030	1
50040	2217	50040	895	50040	6948	50040	0	50040	1271	50040	118	50040	0	50040	7240	50040	1
50050	2219	50050	892	50050	6952	50050	0	50050	1270	50050	117	50050	0	50050	7241	50050	1
50060	2217	50060	895	50060	6949	50060	0	50060	1265	50060	117	50060	0	50060	7243	50060	1
50070	2216	50070	898	50070	6952	50070	0	50070	1268	50070	115	50070	0	50070	7241	50070	1
50080	2219	50080	895	50080	6957	50080	0	50080	1271	50080	115	50080	0	50080	7243	50080	1
50090	2220	50090	892	50090	6957	50090	0	50090	1267	50090	115	50090	0	50090	7244	50090	1
50100	2225	50100	891	50100	6960	50100	0	50100	1267	50100	118	50100	0	50100	7244	50100	1
50110	2223	50110	890	50110	6962	50110	0	50110	1272	50110	118	50110	0	50110	7241	50110	1
50120	2225	50120	891	50120	6965	50120	0	50120	1271	50120	119	50120	0	50120	7240	50120	1
50130	2225	50130	891	50130	6966	50130	0	50130	1265	50130	121	50130	0	50130	7240	50130	1
50140	2214	50140	890	50140	6968	50140	0	50140	1265	50140	123	50140	0	50140	7241	50140	1
50150	2213	50150	895	50150	6970	50150	0	50150	1265	50150	121	50150	0	50150	7241	50150	1
50160	2220	50160	895	50160	6970	50160	0	50160	1268	50160	118	50160	0	50160	7237	50160	1
50170	2225	50170	892	50170	6970	50170	0	50170	1267	50170	119	50170	0	50170	7238	50170	1
50180	2228	50180	890	50180	6974	50180	0	50180	1265	50180	115	50180	0	50180	7237	50180	1
50190	2228	50190	895	50190	6981	50190	0	50190	1268	50190	114	50190	0	50190	7233	50190	1
50200	2224	50200	895	50200	6981	50200	0	50200	1270	50200	119	50200	0	50200	7236	50200	1
