 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	 Motor switch_
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	61488
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804	IndexOffset	385148
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

106420	2752	106420	13221	106420	18309	106420	0	106420	1270	106420	119	106420	0	106420	7245	106420	1
106430	2753	106430	13223	106430	18301	106430	0	106430	1268	106430	121	106430	0	106430	7244	106430	1
106440	2756	106440	13227	106440	18300	106440	0	106440	1268	106440	121	106440	0	106440	7243	106440	1
106450	2750	106450	13221	106450	18311	106450	0	106450	1268	106450	118	106450	0	106450	7240	106450	1
106460	2745	106460	13216	106460	18315	106460	0	106460	1268	106460	117	106460	0	106460	7241	106460	1
106470	2749	106470	13218	106470	18317	106470	0	106470	1268	106470	115	106470	0	106470	7247	106470	1
106480	2749	106480	13223	106480	18319	106480	0	106480	1268	106480	115	106480	0	106480	7245	106480	1
106490	2750	106490	13224	106490	18319	106490	0	106490	1265	106490	117	106490	0	106490	7243	106490	1
106500	2744	106500	13223	106500	18321	106500	0	106500	1263	106500	119	106500	0	106500	7244	106500	1
106510	2740	106510	13224	106510	18324	106510	0	106510	1264	106510	117	106510	0	106510	7245	106510	1
106520	2746	106520	13227	106520	18324	106520	0	106520	1270	106520	115	106520	0	106520	7245	106520	1
106530	2749	106530	13224	106530	18325	106530	0	106530	1268	106530	114	106530	0	106530	7241	106530	1
106540	2749	106540	13223	106540	18325	106540	0	106540	1264	106540	117	106540	0	106540	7241	106540	1
106550	2750	106550	13220	106550	18324	106550	0	106550	1268	106550	121	106550	0	106550	7243	106550	1
106560	2753	106560	13218	106560	18331	106560	0	106560	1268	106560	115	106560	0	106560	7248	106560	1
106570	2749	106570	13225	106570	18337	106570	0	106570	1267	106570	114	106570	0	106570	7248	106570	1
106580	2744	106580	13227	106580	18337	106580	0	106580	1267	106580	114	106580	0	106580	7243	106580	1
106590	2749	106590	13224	106590	18336	106590	0	106590	1267	106590	114	106590	0	106590	7244	106590	1
106600	2756	106600	13220	106600	18339	106600	0	106600	1267	106600	115	106600	0	106600	7244	106600	1
106610	2749	106610	13218	106610	18339	106610	0	106610	1267	106610	113	106610	0	106610	7244	106610	1
106620	2748	106620	13220	106620	18340	106620	0	106620	1265	106620	115	106620	0	106620	7245	106620	1
106630	2750	106630	13223	106630	18344	106630	0	106630	1267	106630	121	106630	0	106630	7243	106630	1
106640	2750	106640	13221	106640	18344	106640	0	106640	1268	106640	118	106640	0	106640	7247	106640	1
106650	2753	106650	13220	106650	18342	106650	0	106650	1268	106650	113	106650	0	106650	7248	106650	1
106660	2749	106660	13227	106660	18346	106660	0	106660	1267	106660	113	106660	0	106660	7245	106660	1
106670	2745	106670	13225	106670	18348	106670	0	106670	1267	106670	115	106670	0	106670	7249	106670	1
106680	2752	106680	13227	106680	18347	106680	0	106680	1264	106680	109	106680	0	106680	7247	106680	1
106690	2756	106690	13228	106690	18351	106690	0	106690	1264	106690	107	106690	0	106690	7243	106690	1
106700	2752	106700	13225	106700	18352	106700	0	106700	1263	106700	113	106700	0	106700	7245	106700	1
106710	2750	106710	13228	106710	18358	106710	0	106710	1263	106710	117	106710	0	106710	7245	106710	1
106720	2753	106720	13227	106720	18356	106720	0	106720	1267	106720	121	106720	0	106720	7245	106720	1
106730	2752	106730	13223	106730	18355	106730	0	106730	1265	106730	122	106730	0	106730	7247	106730	1
106740	2756	106740	13224	106740	18359	106740	0	106740	1264	106740	121	106740	0	106740	7247	106740	1
106750	2753	106750	13224	106750	18363	106750	0	106750	1270	106750	118	106750	0	106750	7245	106750	1
106760	2749	106760	13223	106760	18367	106760	0	106760	1272	106760	115	106760	0	106760	7245	106760	1
106770	2754	106770	13221	106770	18370	106770	0	106770	1268	106770	115	106770	0	106770	7248	106770	1
106780	2756	106780	13224	106780	18367	106780	0	106780	1268	106780	119	106780	0	106780	7248	106780	1
106790	2754	106790	13229	106790	18363	106790	0	106790	1267	106790	121	106790	0	106790	7244	106790	1
106800	2746	106800	13228	106800	18364	106800	0	106800	1270	106800	114	106800	0	106800	7244	106800	1
106810	2748	106810	13227	106810	18366	106810	0	106810	1268	106810	110	106810	0	106810	7247	106810	1
106820	2753	106820	13267	106820	18368	106820	0	106820	1267	106820	111	106820	0	106820	7245	106820	1
106830	2752	106830	13324	106830	18371	106830	0	106830	1267	106830	115	106830	0	106830	7243	106830	1
106840	2752	106840	13340	106840	18372	106840	0	106840	1264	106840	114	106840	0	106840	7243	106840	1
106850	2749	106850	13341	106850	18375	106850	0	106850	1268	106850	114	106850	0	106850	7245	106850	1
106860	2746	106860	13343	106860	18376	106860	0	106860	1268	106860	114	106860	0	106860	7245	106860	1
106870	2744	106870	13348	106870	18378	106870	0	106870	1265	106870	111	106870	0	106870	7245	106870	1
106880	2744	106880	13345	106880	18379	106880	0	106880	1271	106880	114	106880	0	106880	7247	106880	1
106890	2750	106890	13341	106890	18378	106890	0	106890	1271	106890	118	106890	0	106890	7245	106890	1
106900	2749	106900	13341	106900	18378	106900	0	106900	1267	106900	119	106900	0	106900	7245	106900	1
106910	2753	106910	13345	106910	18379	106910	0	106910	1267	106910	115	106910	0	106910	7244	106910	1
106920	2756	106920	13347	106920	18379	106920	0	106920	1268	106920	114	106920	0	106920	7241	106920	1
106930	2753	106930	13343	106930	18381	106930	0	106930	1268	106930	113	106930	0	106930	7243	106930	1
106940	2752	106940	13341	106940	18381	106940	0	106940	1267	106940	115	106940	0	106940	7244	106940	1
106950	2752	106950	13341	106950	18385	106950	0	106950	1265	106950	113	106950	0	106950	7244	106950	1
106960	2754	106960	13340	106960	18387	106960	0	106960	1267	106960	114	106960	0	106960	7244	106960	1
106970	2749	106970	13347	106970	18389	106970	0	106970	1267	106970	118	106970	0	106970	7241	106970	1
106980	2744	106980	13344	106980	18397	106980	0	106980	1265	106980	117	106980	0	106980	7243	106980	1
106990	2745	106990	13340	106990	18399	106990	0	106990	1267	106990	119	106990	0	106990	7244	106990	1
107000	2753	107000	13344	107000	18391	107000	0	107000	1270	107000	117	107000	0	107000	7243	107000	1
107010	2753	107010	13348	107010	18394	107010	0	107010	1270	107010	115	107010	0	107010	7241	107010	1
107020	2752	107020	13345	107020	18395	107020	0	107020	1267	107020	114	107020	0	107020	7243	107020	1
107030	2750	107030	13339	107030	18390	107030	0	107030	1267	107030	110	107030	0	107030	7243	107030	1
107040	2753	107040	13340	107040	18397	107040	0	107040	1270	107040	109	107040	0	107040	7244	107040	1
107050	2756	107050	13344	107050	18397	107050	0	107050	1271	107050	115	107050	0	107050	7244	107050	1
107060	2752	107060	13345	107060	18397	107060	0	107060	1268	107060	117	107060	0	107060	7243	107060	1
107070	2746	107070	13347	107070	18398	107070	0	107070	1270	107070	113	107070	0	107070	7245	107070	1
107080	2746	107080	13345	107080	18397	107080	0	107080	1268	107080	113	107080	0	107080	7247	107080	1
107090	2745	107090	13341	107090	18399	107090	0	107090	1267	107090	111	107090	0	107090	7243	107090	1
107100	2746	107100	13339	107100	18402	107100	0	107100	1270	107100	111	107100	0	107100	7243	107100	1
107110	2749	107110	13344	107110	18402	107110	0	107110	1271	107110	118	107110	0	107110	7245	107110	1
107120	2745	107120	13348	107120	18402	107120	0	107120	1267	107120	119	107120	0	107120	7243	107120	1
107130	2744	107130	13344	107130	18401	107130	0	107130	1263	107130	118	107130	0	107130	7244	107130	1
107140	2753	107140	13340	107140	18403	107140	0	107140	1264	107140	121	107140	0	107140	7248	107140	1
107150	2761	107150	13343	107150	18407	107150	0	107150	1264	107150	121	107150	0	107150	7245	107150	1
107160	2758	107160	13345	107160	18410	107160	0	107160	1270	107160	115	107160	0	107160	7243	107160	1
107170	2753	107170	13347	107170	18410	107170	0	107170	1275	107170	114	107170	0	107170	7241	107170	1
107180	2748	107180	13348	107180	18409	107180	0	107180	1268	107180	118	107180	0	107180	7243	107180	1
107190	2748	107190	13344	107190	18406	107190	0	107190	1263	107190	121	107190	0	107190	7248	107190	1
107200	2750	107200	13347	107200	18409	107200	0	107200	1264	107200	118	107200	0	107200	7247	107200	1
107210	2753	107210	13345	107210	18411	107210	0	107210	1270	107210	115	107210	0	107210	7241	107210	1
107220	2752	107220	13343	107220	18407	107220	0	107220	1270	107220	113	107220	0	107220	7243	107220	1
107230	2748	107230	13348	107230	18410	107230	0	107230	1263	107230	114	107230	0	107230	7247	107230	1
107240	2744	107240	13341	107240	18411	107240	0	107240	1264	107240	115	107240	0	107240	7247	107240	1
107250	2744	107250	13336	107250	18409	107250	0	107250	1267	107250	113	107250	0	107250	7241	107250	1
107260	2742	107260	13339	107260	18410	107260	0	107260	1267	107260	115	107260	0	107260	7237	107260	1
107270	2750	107270	13343	107270	18414	107270	0	107270	1268	107270	117	107270	0	107270	7241	107270	1
107280	2756	107280	13343	107280	18418	107280	0	107280	1268	107280	117	107280	0	107280	7244	107280	1
107290	2749	107290	13339	107290	18424	107290	0	107290	1268	107290	118	107290	0	107290	7243	107290	1
107300	2748	107300	13339	107300	18422	107300	0	107300	1265	107300	121	107300	0	107300	7240	107300	1
107310	2744	107310	13341	107310	18418	107310	0	107310	1260	107310	121	107310	0	107310	7241	107310	1
107320	2748	107320	13383	107320	18420	107320	0	107320	1264	107320	115	107320	0	107320	7247	107320	1
107330	2756	107330	13444	107330	18421	107330	0	107330	1270	107330	114	107330	0	107330	7244	107330	1
107340	2753	107340	13467	107340	18422	107340	0	107340	1267	107340	117	107340	0	107340	7238	107340	1
107350	2749	107350	13469	107350	18425	107350	0	107350	1267	107350	117	107350	0	107350	7241	107350	1
107360	2753	107360	13467	107360	18425	107360	0	107360	1270	107360	119	107360	0	107360	7244	107360	1
107370	2753	107370	13465	107370	18426	107370	0	107370	1268	107370	122	107370	0	107370	7241	107370	1
107380	2749	107380	13465	107380	18428	107380	0	107380	1263	107380	122	107380	0	107380	7240	107380	1
107390	2746	107390	13464	107390	18433	107390	0	107390	1265	107390	119	107390	0	107390	7243	107390	1
107400	2753	107400	13469	107400	18434	107400	0	107400	1271	107400	114	107400	0	107400	7243	107400	1
107410	2757	107410	13472	107410	18436	107410	0	107410	1270	107410	118	107410	0	107410	7243	107410	1
107420	2753	107420	13464	107420	18438	107420	0	107420	1268	107420	114	107420	0	107420	7247	107420	1
107430	2750	107430	13463	107430	18442	107430	0	107430	1267	107430	113	107430	0	107430	7245	107430	1
107440	2750	107440	13468	107440	18442	107440	0	107440	1267	107440	114	107440	0	107440	7243	107440	1
107450	2754	107450	13465	107450	18442	107450	0	107450	1264	107450	114	107450	0	107450	7243	107450	1
107460	2752	107460	13463	107460	18448	107460	0	107460	1263	107460	119	107460	0	107460	7247	107460	1
107470	2742	107470	13467	107470	18450	107470	0	107470	1263	107470	119	107470	0	107470	7247	107470	1
107480	2741	107480	13464	107480	18449	107480	0	107480	1261	107480	115	107480	0	107480	7244	107480	1
107490	2749	107490	13461	107490	18448	107490	0	107490	1263	107490	119	107490	0	107490	7241	107490	1
107500	2749	107500	13463	107500	18453	107500	0	107500	1263	107500	118	107500	0	107500	7244	107500	1
107510	2742	107510	13467	107510	18456	107510	0	107510	1263	107510	113	107510	0	107510	7245	107510	1
107520	2748	107520	13468	107520	18457	107520	0	107520	1267	107520	111	107520	0	107520	7244	107520	1
107530	2753	107530	13467	107530	18465	107530	0	107530	1267	107530	114	107530	0	107530	7243	107530	1
107540	2753	107540	13468	107540	18463	107540	0	107540	1265	107540	119	107540	0	107540	7244	107540	1
107550	2752	107550	13469	107550	18464	107550	0	107550	1268	107550	119	107550	0	107550	7241	107550	1
107560	2749	107560	13467	107560	18471	107560	0	107560	1267	107560	118	107560	0	107560	7241	107560	1
107570	2748	107570	13461	107570	18471	107570	0	107570	1265	107570	117	107570	0	107570	7247	107570	1
107580	2750	107580	13463	107580	18472	107580	0	107580	1265	107580	117	107580	0	107580	7247	107580	1
107590	2749	107590	13469	107590	18475	107590	0	107590	1268	107590	119	107590	0	107590	7241	107590	1
107600	2741	107600	13472	107600	18479	107600	0	107600	1270	107600	118	107600	0	107600	7238	107600	1
107610	2745	107610	13468	107610	18480	107610	0	107610	1265	107610	113	107610	0	107610	7238	107610	1
107620	2752	107620	13465	107620	18481	107620	0	107620	1267	107620	117	107620	0	107620	7243	107620	1
107630	2749	107630	13468	107630	18483	107630	0	107630	1272	107630	115	107630	0	107630	7245	107630	1
107640	2745	107640	13473	107640	18485	107640	0	107640	1268	107640	115	107640	0	107640	7243	107640	1
107650	2744	107650	13471	107650	18484	107650	0	107650	1265	107650	119	107650	0	107650	7243	107650	1
107660	2745	107660	13469	107660	18485	107660	0	107660	1268	107660	119	107660	0	107660	7241	107660	1
107670	2748	107670	13469	107670	18491	107670	0	107670	1268	107670	118	107670	0	107670	7240	107670	1
107680	2750	107680	13465	107680	18488	107680	0	107680	1268	107680	118	107680	0	107680	7238	107680	1
107690	2752	107690	13463	107690	18485	107690	0	107690	1265	107690	118	107690	0	107690	7236	107690	1
107700	2748	107700	13465	107700	18488	107700	0	107700	1263	107700	114	107700	0	107700	7237	107700	1
107710	2748	107710	13468	107710	18492	107710	0	107710	1265	107710	114	107710	0	107710	7243	107710	1
107720	2750	107720	13499	107720	18496	107720	0	107720	1264	107720	114	107720	0	107720	7247	107720	1
107730	2746	107730	13560	107730	18499	107730	0	107730	1260	107730	114	107730	0	107730	7244	107730	1
107740	2753	107740	13589	107740	18502	107740	0	107740	1265	107740	115	107740	0	107740	7243	107740	1
107750	2753	107750	13583	107750	18499	107750	0	107750	1265	107750	117	107750	0	107750	7245	107750	1
107760	2744	107760	13579	107760	18502	107760	0	107760	1264	107760	113	107760	0	107760	7243	107760	1
107770	2744	107770	13585	107770	18508	107770	0	107770	1267	107770	117	107770	0	107770	7243	107770	1
107780	2744	107780	13588	107780	18502	107780	0	107780	1267	107780	118	107780	0	107780	7248	107780	1
107790	2752	107790	13583	107790	18504	107790	0	107790	1265	107790	118	107790	0	107790	7247	107790	1
107800	2756	107800	13580	107800	18512	107800	0	107800	1268	107800	118	107800	0	107800	7245	107800	1
107810	2753	107810	13585	107810	18508	107810	0	107810	1267	107810	117	107810	0	107810	7247	107810	1
107820	2754	107820	13588	107820	18510	107820	0	107820	1271	107820	118	107820	0	107820	7247	107820	1
107830	2749	107830	13592	107830	18514	107830	0	107830	1272	107830	114	107830	0	107830	7245	107830	1
107840	2744	107840	13595	107840	18518	107840	0	107840	1271	107840	114	107840	0	107840	7245	107840	1
107850	2749	107850	13592	107850	18519	107850	0	107850	1271	107850	115	107850	0	107850	7244	107850	1
107860	2749	107860	13596	107860	18519	107860	0	107860	1270	107860	115	107860	0	107860	7244	107860	1
107870	2748	107870	13591	107870	18523	107870	0	107870	1270	107870	117	107870	0	107870	7244	107870	1
107880	2749	107880	13589	107880	18528	107880	0	107880	1270	107880	121	107880	0	107880	7249	107880	1
107890	2746	107890	13588	107890	18526	107890	0	107890	1268	107890	121	107890	0	107890	7251	107890	1
107900	2746	107900	13588	107900	18526	107900	0	107900	1268	107900	118	107900	0	107900	7247	107900	1
107910	2749	107910	13591	107910	18527	107910	0	107910	1268	107910	118	107910	0	107910	7244	107910	1
107920	2744	107920	13587	107920	18528	107920	0	107920	1270	107920	114	107920	0	107920	7243	107920	1
107930	2740	107930	13584	107930	18527	107930	0	107930	1267	107930	115	107930	0	107930	7243	107930	1
107940	2748	107940	13579	107940	18527	107940	0	107940	1265	107940	118	107940	0	107940	7243	107940	1
107950	2753	107950	13581	107950	18528	107950	0	107950	1267	107950	117	107950	0	107950	7245	107950	1
107960	2750	107960	13585	107960	18531	107960	0	107960	1265	107960	117	107960	0	107960	7249	107960	1
107970	2748	107970	13587	107970	18535	107970	0	107970	1263	107970	118	107970	0	107970	7248	107970	1
107980	2754	107980	13585	107980	18537	107980	0	107980	1265	107980	119	107980	0	107980	7247	107980	1
107990	2757	107990	13587	107990	18538	107990	0	107990	1271	107990	117	107990	0	107990	7243	107990	1
108000	2752	108000	13589	108000	18542	108000	0	108000	1270	108000	115	108000	0	108000	7245	108000	1
108010	2748	108010	13589	108010	18546	108010	0	108010	1265	108010	118	108010	0	108010	7251	108010	1
108020	2752	108020	13591	108020	18550	108020	0	108020	1268	108020	118	108020	0	108020	7247	108020	1
108030	2754	108030	13587	108030	18550	108030	0	108030	1271	108030	114	108030	0	108030	7243	108030	1
108040	2753	108040	13587	108040	18550	108040	0	108040	1271	108040	113	108040	0	108040	7244	108040	1
108050	2756	108050	13588	108050	18549	108050	0	108050	1270	108050	115	108050	0	108050	7244	108050	1
108060	2756	108060	13588	108060	18549	108060	0	108060	1267	108060	114	108060	0	108060	7244	108060	1
108070	2756	108070	13589	108070	18550	108070	0	108070	1267	108070	115	108070	0	108070	7241	108070	1
108080	2756	108080	13584	108080	18550	108080	0	108080	1268	108080	117	108080	0	108080	7238	108080	1
108090	2754	108090	13585	108090	18550	108090	0	108090	1267	108090	113	108090	0	108090	7241	108090	1
108100	2752	108100	13589	108100	18554	108100	0	108100	1271	108100	118	108100	0	108100	7243	108100	1
108110	2749	108110	13587	108110	18557	108110	0	108110	1270	108110	121	108110	0	108110	7241	108110	1
108120	2746	108120	13587	108120	18559	108120	0	108120	1263	108120	121	108120	0	108120	7244	108120	1
108130	2748	108130	13588	108130	18559	108130	0	108130	1265	108130	121	108130	0	108130	7244	108130	1
108140	2750	108140	13585	108140	18558	108140	0	108140	1267	108140	121	108140	0	108140	7243	108140	1
108150	2752	108150	13587	108150	18559	108150	0	108150	1267	108150	118	108150	0	108150	7243	108150	1
108160	2752	108160	13588	108160	18563	108160	0	108160	1267	108160	114	108160	0	108160	7247	108160	1
108170	2754	108170	13592	108170	18565	108170	0	108170	1265	108170	114	108170	0	108170	7248	108170	1
108180	2752	108180	13592	108180	18566	108180	0	108180	1267	108180	114	108180	0	108180	7244	108180	1
108190	2746	108190	13585	108190	18569	108190	0	108190	1271	108190	119	108190	0	108190	7245	108190	1
108200	2746	108200	13584	108200	18569	108200	0	108200	1268	108200	117	108200	0	108200	7247	108200	1
108210	2753	108210	13587	108210	18568	108210	0	108210	1268	108210	113	108210	0	108210	7244	108210	1
108220	2753	108220	13584	108220	18570	108220	0	108220	1270	108220	113	108220	0	108220	7243	108220	1
108230	2749	108230	13579	108230	18578	108230	0	108230	1265	108230	115	108230	0	108230	7244	108230	1
108240	2753	108240	13581	108240	18578	108240	0	108240	1265	108240	119	108240	0	108240	7244	108240	1
108250	2760	108250	13585	108250	18572	108250	0	108250	1268	108250	117	108250	0	108250	7244	108250	1
108260	2757	108260	13588	108260	18570	108260	0	108260	1270	108260	118	108260	0	108260	7243	108260	1
108270	2746	108270	13587	108270	18572	108270	0	108270	1267	108270	117	108270	0	108270	7243	108270	1
108280	2745	108280	13584	108280	18576	108280	0	108280	1265	108280	119	108280	0	108280	7243	108280	1
108290	2742	108290	13587	108290	18576	108290	0	108290	1265	108290	117	108290	0	108290	7244	108290	1
108300	2744	108300	13581	108300	18577	108300	0	108300	1265	108300	118	108300	0	108300	7244	108300	1
108310	2749	108310	13583	108310	18578	108310	0	108310	1265	108310	119	108310	0	108310	7243	108310	1
108320	2749	108320	13587	108320	18578	108320	0	108320	1261	108320	117	108320	0	108320	7245	108320	1
108330	2752	108330	13583	108330	18578	108330	0	108330	1263	108330	118	108330	0	108330	7247	108330	1
108340	2749	108340	13583	108340	18577	108340	0	108340	1265	108340	119	108340	0	108340	7247	108340	1
108350	2746	108350	13585	108350	18582	108350	0	108350	1265	108350	121	108350	0	108350	7245	108350	1
108360	2750	108360	13589	108360	18581	108360	0	108360	1265	108360	119	108360	0	108360	7244	108360	1
108370	2756	108370	13589	108370	18582	108370	0	108370	1271	108370	114	108370	0	108370	7245	108370	1
108380	2753	108380	13589	108380	18589	108380	0	108380	1270	108380	115	108380	0	108380	7247	108380	1
108390	2748	108390	13593	108390	18589	108390	0	108390	1263	108390	115	108390	0	108390	7245	108390	1
108400	2746	108400	13592	108400	18589	108400	0	108400	1263	108400	115	108400	0	108400	7243	108400	1
108410	2748	108410	13589	108410	18593	108410	0	108410	1264	108410	118	108410	0	108410	7240	108410	1
108420	2749	108420	13591	108420	18597	108420	0	108420	1267	108420	117	108420	0	108420	7241	108420	1
108430	2749	108430	13585	108430	18601	108430	0	108430	1267	108430	111	108430	0	108430	7244	108430	1
108440	2753	108440	13579	108440	18601	108440	0	108440	1267	108440	110	108440	0	108440	7245	108440	1
108450	2750	108450	13579	108450	18601	108450	0	108450	1271	108450	115	108450	0	108450	7244	108450	1
108460	2748	108460	13581	108460	18608	108460	0	108460	1267	108460	118	108460	0	108460	7241	108460	1
108470	2750	108470	13585	108470	18611	108470	0	108470	1261	108470	117	108470	0	108470	7243	108470	1
108480	2756	108480	13589	108480	18611	108480	0	108480	1263	108480	118	108480	0	108480	7247	108480	1
108490	2760	108490	13589	108490	18611	108490	0	108490	1270	108490	121	108490	0	108490	7248	108490	1
108500	2756	108500	13589	108500	18611	108500	0	108500	1274	108500	119	108500	0	108500	7247	108500	1
108510	2754	108510	13589	108510	18616	108510	0	108510	1267	108510	118	108510	0	108510	7244	108510	1
108520	2756	108520	13603	108520	18624	108520	0	108520	1267	108520	118	108520	0	108520	7244	108520	1
108530	2750	108530	13665	108530	18624	108530	0	108530	1267	108530	117	108530	0	108530	7244	108530	1
108540	2745	108540	13711	108540	18623	108540	0	108540	1263	108540	118	108540	0	108540	7244	108540	1
108550	2748	108550	13709	108550	18627	108550	0	108550	1267	108550	118	108550	0	108550	7245	108550	1
108560	2753	108560	13708	108560	18631	108560	0	108560	1268	108560	119	108560	0	108560	7243	108560	1
108570	2757	108570	13704	108570	18635	108570	0	108570	1265	108570	121	108570	0	108570	7244	108570	1
108580	2756	108580	13703	108580	18632	108580	0	108580	1265	108580	118	108580	0	108580	7244	108580	1
108590	2752	108590	13708	108590	18639	108590	0	108590	1267	108590	114	108590	0	108590	7245	108590	1
108600	2746	108600	13714	108600	18643	108600	0	108600	1268	108600	113	108600	0	108600	7245	108600	1
108610	2750	108610	13708	108610	18639	108610	0	108610	1267	108610	113	108610	0	108610	7247	108610	1
108620	2754	108620	13705	108620	18639	108620	0	108620	1265	108620	121	108620	0	108620	7251	108620	1
108630	2749	108630	13707	108630	18644	108630	0	108630	1265	108630	123	108630	0	108630	7249	108630	1
108640	2746	108640	13707	108640	18650	108640	0	108640	1265	108640	121	108640	0	108640	7251	108640	1
108650	2745	108650	13705	108650	18647	108650	0	108650	1264	108650	118	108650	0	108650	7249	108650	1
108660	2752	108660	13707	108660	18648	108660	0	108660	1268	108660	110	108660	0	108660	7244	108660	1
108670	2757	108670	13708	108670	18651	108670	0	108670	1268	108670	118	108670	0	108670	7243	108670	1
108680	2752	108680	13705	108680	18652	108680	0	108680	1265	108680	122	108680	0	108680	7245	108680	1
108690	2752	108690	13705	108690	18654	108690	0	108690	1268	108690	118	108690	0	108690	7247	108690	1
108700	2753	108700	13704	108700	18658	108700	0	108700	1270	108700	117	108700	0	108700	7247	108700	1
108710	2749	108710	13705	108710	18655	108710	0	108710	1267	108710	114	108710	0	108710	7247	108710	1
108720	2746	108720	13704	108720	18659	108720	0	108720	1263	108720	117	108720	0	108720	7248	108720	1
108730	2746	108730	13700	108730	18663	108730	0	108730	1264	108730	114	108730	0	108730	7249	108730	1
108740	2749	108740	13704	108740	18659	108740	0	108740	1267	108740	111	108740	0	108740	7248	108740	1
108750	2753	108750	13701	108750	18663	108750	0	108750	1270	108750	111	108750	0	108750	7251	108750	1
108760	2749	108760	13703	108760	18668	108760	0	108760	1271	108760	114	108760	0	108760	7247	108760	1
108770	2748	108770	13709	108770	18668	108770	0	108770	1268	108770	117	108770	0	108770	7245	108770	1
108780	2753	108780	13708	108780	18671	108780	0	108780	1267	108780	119	108780	0	108780	7245	108780	1
108790	2750	108790	13707	108790	18668	108790	0	108790	1265	108790	117	108790	0	108790	7245	108790	1
108800	2746	108800	13700	108800	18671	108800	0	108800	1267	108800	115	108800	0	108800	7245	108800	1
108810	2749	108810	13697	108810	18675	108810	0	108810	1264	108810	115	108810	0	108810	7244	108810	1
108820	2753	108820	13704	108820	18676	108820	0	108820	1261	108820	113	108820	0	108820	7244	108820	1
108830	2757	108830	13708	108830	18680	108830	0	108830	1267	108830	119	108830	0	108830	7245	108830	1
108840	2754	108840	13707	108840	18679	108840	0	108840	1268	108840	122	108840	0	108840	7244	108840	1
108850	2750	108850	13707	108850	18682	108850	0	108850	1265	108850	121	108850	0	108850	7243	108850	1
108860	2749	108860	13707	108860	18686	108860	0	108860	1264	108860	118	108860	0	108860	7241	108860	1
108870	2746	108870	13707	108870	18687	108870	0	108870	1265	108870	113	108870	0	108870	7243	108870	1
108880	2753	108880	13705	108880	18689	108880	0	108880	1268	108880	118	108880	0	108880	7243	108880	1
108890	2752	108890	13707	108890	18691	108890	0	108890	1271	108890	121	108890	0	108890	7248	108890	1
108900	2746	108900	13708	108900	18690	108900	0	108900	1270	108900	114	108900	0	108900	7249	108900	1
