 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

144170	2484	144170	19375	144170	23830	144170	32767	144170	1264	144170	114	144170	0	144170	7251
144180	2481	144180	19380	144180	23829	144180	32767	144180	1264	144180	118	144180	0	144180	7251
144190	2482	144190	19383	144190	23834	144190	32767	144190	1261	144190	119	144190	0	144190	7252
144200	2491	144200	19375	144200	23835	144200	32767	144200	1255	144200	119	144200	0	144200	7255
144210	2486	144210	19373	144210	23833	144210	32767	144210	1255	144210	117	144210	0	144210	7255
144220	2482	144220	19375	144220	23833	144220	32767	144220	1259	144220	119	144220	0	144220	7252
144230	2485	144230	19376	144230	23831	144230	32767	144230	1265	144230	119	144230	0	144230	7253
144240	2486	144240	19382	144240	23831	144240	32767	144240	1268	144240	114	144240	0	144240	7252
144250	2486	144250	19377	144250	23830	144250	32767	144250	1264	144250	117	144250	0	144250	7247
144260	2484	144260	19371	144260	23827	144260	32767	144260	1264	144260	121	144260	0	144260	7245
144270	2481	144270	19372	144270	23830	144270	32767	144270	1261	144270	118	144270	0	144270	7244
144280	2478	144280	19373	144280	23834	144280	32767	144280	1257	144280	119	144280	0	144280	7247
144290	2478	144290	19382	144290	23831	144290	32767	144290	1261	144290	121	144290	0	144290	7245
144300	2481	144300	19387	144300	23831	144300	32767	144300	1263	144300	121	144300	0	144300	7243
144310	2482	144310	19384	144310	23833	144310	32767	144310	1264	144310	118	144310	0	144310	7243
144320	2478	144320	19380	144320	23830	144320	32767	144320	1263	144320	115	144320	0	144320	7238
144330	2484	144330	19375	144330	23830	144330	32767	144330	1263	144330	118	144330	0	144330	7243
144340	2488	144340	19375	144340	23833	144340	32767	144340	1267	144340	119	144340	0	144340	7247
144350	2478	144350	19384	144350	23834	144350	32767	144350	1267	144350	118	144350	0	144350	7247
144360	2474	144360	19383	144360	23833	144360	32767	144360	1264	144360	115	144360	0	144360	7247
144370	2477	144370	19376	144370	23827	144370	32767	144370	1264	144370	119	144370	0	144370	7247
144380	2488	144380	19377	144380	23827	144380	32767	144380	1267	144380	121	144380	0	144380	7245
144390	2497	144390	19379	144390	23831	144390	32767	144390	1265	144390	119	144390	0	144390	7243
144400	2489	144400	19383	144400	23829	144400	32767	144400	1265	144400	117	144400	0	144400	7244
144410	2485	144410	19382	144410	23829	144410	32767	144410	1264	144410	121	144410	0	144410	7244
144420	2484	144420	19377	144420	23830	144420	32767	144420	1265	144420	125	144420	0	144420	7245
144430	2488	144430	19377	144430	23831	144430	32767	144430	1265	144430	119	144430	0	144430	7245
144440	2492	144440	19377	144440	23833	144440	32767	144440	1264	144440	117	144440	0	144440	7247
144450	2486	144450	19386	144450	23834	144450	32767	144450	1264	144450	121	144450	0	144450	7243
144460	2484	144460	19387	144460	23831	144460	32767	144460	1267	144460	117	144460	0	144460	7240
144470	2480	144470	19380	144470	23831	144470	32767	144470	1264	144470	115	144470	0	144470	7241
144480	2481	144480	19379	144480	23835	144480	32767	144480	1261	144480	119	144480	0	144480	7243
144490	2485	144490	19377	144490	23835	144490	32767	144490	1264	144490	122	144490	0	144490	7247
144500	2484	144500	19375	144500	23833	144500	32767	144500	1261	144500	122	144500	0	144500	7245
144510	2485	144510	19379	144510	23834	144510	32767	144510	1260	144510	122	144510	0	144510	7245
144520	2488	144520	19382	144520	23834	144520	32767	144520	1263	144520	122	144520	0	144520	7244
144530	2485	144530	19384	144530	23831	144530	32767	144530	1261	144530	123	144530	0	144530	7247
144540	2480	144540	19386	144540	23830	144540	32767	144540	1264	144540	123	144540	0	144540	7245
144550	2482	144550	19382	144550	23833	144550	32767	144550	1265	144550	119	144550	0	144550	7245
144560	2489	144560	19375	144560	23834	144560	32767	144560	1264	144560	117	144560	0	144560	7248
144570	2488	144570	19372	144570	23833	144570	32767	144570	1260	144570	121	144570	0	144570	7245
144580	2484	144580	19379	144580	23829	144580	32767	144580	1261	144580	118	144580	0	144580	7247
144590	2477	144590	19375	144590	23829	144590	32767	144590	1263	144590	121	144590	0	144590	7248
144600	2478	144600	19369	144600	23830	144600	32767	144600	1260	144600	125	144600	0	144600	7244
144610	2488	144610	19377	144610	23831	144610	32767	144610	1261	144610	121	144610	0	144610	7243
144620	2489	144620	19383	144620	23833	144620	32767	144620	1263	144620	118	144620	0	144620	7244
144630	2485	144630	19379	144630	23830	144630	32767	144630	1263	144630	117	144630	0	144630	7247
144640	2492	144640	19376	144640	23831	144640	32767	144640	1264	144640	119	144640	0	144640	7245
144650	2491	144650	19373	144650	23830	144650	32767	144650	1265	144650	118	144650	0	144650	7243
144660	2482	144660	19371	144660	23831	144660	32767	144660	1267	144660	118	144660	0	144660	7247
144670	2485	144670	19373	144670	23833	144670	32767	144670	1264	144670	118	144670	0	144670	7252
144680	2482	144680	19379	144680	23830	144680	32767	144680	1260	144680	117	144680	0	144680	7251
144690	2486	144690	19382	144690	23834	144690	32767	144690	1263	144690	117	144690	0	144690	7247
144700	2489	144700	19382	144700	23833	144700	32767	144700	1264	144700	117	144700	0	144700	7244
144710	2485	144710	19382	144710	23833	144710	32767	144710	1264	144710	115	144710	0	144710	7247
144720	2482	144720	19382	144720	23837	144720	32767	144720	1265	144720	113	144720	0	144720	7248
144730	2480	144730	19382	144730	23834	144730	32767	144730	1267	144730	117	144730	0	144730	7247
144740	2480	144740	19379	144740	23830	144740	32767	144740	1267	144740	121	144740	0	144740	7245
144750	2478	144750	19380	144750	23831	144750	32767	144750	1267	144750	118	144750	0	144750	7243
144760	2477	144760	19379	144760	23829	144760	32767	144760	1265	144760	118	144760	0	144760	7241
144770	2480	144770	19375	144770	23829	144770	32767	144770	1261	144770	119	144770	0	144770	7247
144780	2480	144780	19377	144780	23830	144780	32767	144780	1260	144780	115	144780	0	144780	7247
144790	2485	144790	19380	144790	23831	144790	32767	144790	1260	144790	114	144790	0	144790	7243
144800	2485	144800	19380	144800	23830	144800	32767	144800	1260	144800	118	144800	0	144800	7247
144810	2480	144810	19383	144810	23829	144810	32767	144810	1261	144810	121	144810	0	144810	7252
144820	2480	144820	19390	144820	23830	144820	32767	144820	1259	144820	121	144820	0	144820	7243
144830	2482	144830	19380	144830	23830	144830	32767	144830	1257	144830	119	144830	0	144830	7240
144840	2485	144840	19376	144840	23826	144840	32767	144840	1263	144840	118	144840	0	144840	7243
144850	2486	144850	19376	144850	23826	144850	32767	144850	1261	144850	119	144850	0	144850	7243
144860	2486	144860	19373	144860	23830	144860	32767	144860	1263	144860	119	144860	0	144860	7244
144870	2484	144870	19377	144870	23830	144870	32767	144870	1265	144870	119	144870	0	144870	7247
144880	2480	144880	19379	144880	23831	144880	32767	144880	1261	144880	117	144880	0	144880	7244
144890	2478	144890	19376	144890	23833	144890	32767	144890	1260	144890	114	144890	0	144890	7244
144900	2484	144900	19372	144900	23833	144900	32767	144900	1261	144900	117	144900	0	144900	7244
144910	2482	144910	19372	144910	23833	144910	32767	144910	1263	144910	118	144910	0	144910	7243
144920	2480	144920	19373	144920	23835	144920	32767	144920	1263	144920	117	144920	0	144920	7244
144930	2486	144930	19372	144930	23830	144930	32767	144930	1261	144930	117	144930	0	144930	7245
144940	2482	144940	19372	144940	23826	144940	32767	144940	1261	144940	117	144940	0	144940	7243
144950	2477	144950	19382	144950	23831	144950	32767	144950	1265	144950	117	144950	0	144950	7245
144960	2484	144960	19386	144960	23835	144960	32767	144960	1265	144960	117	144960	0	144960	7247
144970	2484	144970	19372	144970	23830	144970	32767	144970	1264	144970	114	144970	0	144970	7244
144980	2505	144980	19373	144980	23831	144980	32767	144980	1263	144980	114	144980	0	144980	7243
144990	2574	144990	19384	144990	23835	144990	32767	144990	1265	144990	119	144990	0	144990	7244
145000	2618	145000	19384	145000	23831	145000	32767	145000	1265	145000	123	145000	0	145000	7247
145010	2613	145010	19384	145010	23830	145010	32767	145010	1263	145010	119	145010	0	145010	7247
145020	2612	145020	19382	145020	23830	145020	32767	145020	1264	145020	117	145020	0	145020	7248
145030	2613	145030	19384	145030	23830	145030	32767	145030	1261	145030	121	145030	0	145030	7247
145040	2616	145040	19382	145040	23833	145040	32767	145040	1257	145040	122	145040	0	145040	7244
145050	2617	145050	19375	145050	23835	145050	32767	145050	1255	145050	119	145050	0	145050	7244
145060	2617	145060	19380	145060	23834	145060	32767	145060	1260	145060	117	145060	0	145060	7248
145070	2614	145070	19379	145070	23830	145070	32767	145070	1263	145070	117	145070	0	145070	7252
145080	2616	145080	19382	145080	23830	145080	32767	145080	1260	145080	117	145080	0	145080	7251
145090	2618	145090	19386	145090	23830	145090	32767	145090	1260	145090	115	145090	0	145090	7249
145100	2618	145100	19386	145100	23830	145100	32767	145100	1260	145100	115	145100	0	145100	7249
145110	2616	145110	19382	145110	23830	145110	32767	145110	1263	145110	117	145110	0	145110	7249
145120	2617	145120	19376	145120	23827	145120	32767	145120	1267	145120	117	145120	0	145120	7249
145130	2621	145130	19376	145130	23829	145130	32767	145130	1270	145130	118	145130	0	145130	7248
145140	2622	145140	19375	145140	23831	145140	32767	145140	1265	145140	117	145140	0	145140	7249
145150	2622	145150	19382	145150	23833	145150	32767	145150	1260	145150	118	145150	0	145150	7247
145160	2622	145160	19380	145160	23835	145160	32767	145160	1260	145160	118	145160	0	145160	7244
145170	2621	145170	19376	145170	23829	145170	32767	145170	1259	145170	115	145170	0	145170	7245
145180	2618	145180	19380	145180	23825	145180	32767	145180	1259	145180	115	145180	0	145180	7244
145190	2621	145190	19379	145190	23829	145190	32767	145190	1261	145190	115	145190	0	145190	7245
145200	2618	145200	19373	145200	23831	145200	32767	145200	1261	145200	118	145200	0	145200	7248
145210	2613	145210	19377	145210	23831	145210	32767	145210	1260	145210	114	145210	0	145210	7248
145220	2613	145220	19384	145220	23831	145220	32767	145220	1263	145220	114	145220	0	145220	7249
145230	2617	145230	19380	145230	23827	145230	32767	145230	1265	145230	117	145230	0	145230	7251
145240	2617	145240	19375	145240	23829	145240	32767	145240	1263	145240	114	145240	0	145240	7248
145250	2614	145250	19379	145250	23830	145250	32767	145250	1261	145250	118	145250	0	145250	7245
145260	2614	145260	19379	145260	23831	145260	32767	145260	1265	145260	117	145260	0	145260	7244
145270	2617	145270	19377	145270	23831	145270	32767	145270	1265	145270	114	145270	0	145270	7245
145280	2620	145280	19377	145280	23833	145280	32767	145280	1263	145280	117	145280	0	145280	7245
145290	2613	145290	19377	145290	23831	145290	32767	145290	1264	145290	114	145290	0	145290	7244
145300	2614	145300	19383	145300	23830	145300	32767	145300	1264	145300	114	145300	0	145300	7240
145310	2616	145310	19379	145310	23831	145310	32767	145310	1264	145310	118	145310	0	145310	7237
145320	2613	145320	19376	145320	23833	145320	32767	145320	1265	145320	117	145320	0	145320	7241
145330	2617	145330	19375	145330	23831	145330	32767	145330	1264	145330	114	145330	0	145330	7243
145340	2620	145340	19371	145340	23829	145340	32767	145340	1263	145340	117	145340	0	145340	7245
145350	2616	145350	19376	145350	23833	145350	32767	145350	1265	145350	115	145350	0	145350	7245
145360	2617	145360	19375	145360	23831	145360	32767	145360	1263	145360	115	145360	0	145360	7245
145370	2620	145370	19373	145370	23830	145370	32767	145370	1260	145370	115	145370	0	145370	7243
145380	2618	145380	19373	145380	23829	145380	32767	145380	1261	145380	118	145380	0	145380	7241
145390	2618	145390	19375	145390	23827	145390	32767	145390	1263	145390	119	145390	0	145390	7240
145400	2618	145400	19379	145400	23831	145400	32767	145400	1260	145400	117	145400	0	145400	7241
145410	2616	145410	19375	145410	23831	145410	32767	145410	1259	145410	118	145410	0	145410	7247
145420	2614	145420	19375	145420	23830	145420	32767	145420	1263	145420	121	145420	0	145420	7245
145430	2618	145430	19376	145430	23829	145430	32767	145430	1263	145430	121	145430	0	145430	7244
145440	2620	145440	19376	145440	23826	145440	32767	145440	1263	145440	122	145440	0	145440	7243
145450	2621	145450	19373	145450	23829	145450	32767	145450	1265	145450	122	145450	0	145450	7243
145460	2620	145460	19373	145460	23830	145460	32767	145460	1260	145460	119	145460	0	145460	7244
145470	2621	145470	19384	145470	23831	145470	32767	145470	1257	145470	115	145470	0	145470	7244
145480	2617	145480	19387	145480	23829	145480	32767	145480	1260	145480	111	145480	0	145480	7248
145490	2613	145490	19388	145490	23827	145490	32767	145490	1261	145490	117	145490	0	145490	7247
145500	2616	145500	19384	145500	23829	145500	32767	145500	1260	145500	119	145500	0	145500	7244
145510	2616	145510	19376	145510	23830	145510	32767	145510	1263	145510	114	145510	0	145510	7243
145520	2618	145520	19376	145520	23833	145520	32767	145520	1264	145520	115	145520	0	145520	7244
145530	2616	145530	19380	145530	23831	145530	32767	145530	1261	145530	123	145530	0	145530	7245
145540	2613	145540	19386	145540	23829	145540	32767	145540	1265	145540	121	145540	0	145540	7244
145550	2620	145550	19382	145550	23827	145550	32767	145550	1267	145550	118	145550	0	145550	7243
145560	2616	145560	19380	145560	23827	145560	32767	145560	1264	145560	121	145560	0	145560	7244
145570	2609	145570	19379	145570	23830	145570	32767	145570	1264	145570	118	145570	0	145570	7244
145580	2616	145580	19379	145580	23833	145580	32767	145580	1267	145580	117	145580	0	145580	7245
145590	2616	145590	19379	145590	23830	145590	32767	145590	1268	145590	118	145590	0	145590	7244
145600	2614	145600	19376	145600	23833	145600	32767	145600	1265	145600	118	145600	0	145600	7244
145610	2614	145610	19377	145610	23834	145610	32767	145610	1264	145610	114	145610	0	145610	7243
145620	2617	145620	19379	145620	23827	145620	32767	145620	1263	145620	111	145620	0	145620	7244
145630	2622	145630	19379	145630	23827	145630	32767	145630	1257	145630	118	145630	0	145630	7245
145640	2617	145640	19379	145640	23831	145640	32767	145640	1257	145640	121	145640	0	145640	7245
145650	2612	145650	19377	145650	23838	145650	32767	145650	1260	145650	119	145650	0	145650	7247
145660	2614	145660	19380	145660	23838	145660	32767	145660	1263	145660	122	145660	0	145660	7248
145670	2616	145670	19377	145670	23835	145670	32767	145670	1264	145670	123	145670	0	145670	7244
145680	2616	145680	19377	145680	23833	145680	32767	145680	1263	145680	119	145680	0	145680	7243
145690	2612	145690	19379	145690	23829	145690	32767	145690	1259	145690	118	145690	0	145690	7243
145700	2613	145700	19377	145700	23827	145700	32767	145700	1260	145700	121	145700	0	145700	7243
145710	2620	145710	19377	145710	23829	145710	32767	145710	1263	145710	121	145710	0	145710	7241
145720	2618	145720	19379	145720	23829	145720	32767	145720	1260	145720	119	145720	0	145720	7243
145730	2612	145730	19376	145730	23830	145730	32767	145730	1260	145730	117	145730	0	145730	7244
145740	2614	145740	19372	145740	23831	145740	32767	145740	1264	145740	117	145740	0	145740	7243
145750	2616	145750	19372	145750	23829	145750	32767	145750	1264	145750	125	145750	0	145750	7243
145760	2612	145760	19375	145760	23823	145760	32767	145760	1261	145760	125	145760	0	145760	7245
145770	2618	145770	19377	145770	23826	145770	32767	145770	1261	145770	117	145770	0	145770	7245
145780	2618	145780	19379	145780	23835	145780	32767	145780	1260	145780	117	145780	0	145780	7249
145790	2614	145790	19379	145790	23837	145790	32767	145790	1260	145790	118	145790	0	145790	7252
145800	2616	145800	19376	145800	23829	145800	32767	145800	1263	145800	121	145800	0	145800	7248
145810	2616	145810	19377	145810	23827	145810	32767	145810	1263	145810	122	145810	0	145810	7248
145820	2620	145820	19383	145820	23831	145820	32767	145820	1263	145820	117	145820	0	145820	7244
145830	2622	145830	19386	145830	23834	145830	32767	145830	1263	145830	123	145830	0	145830	7243
145840	2618	145840	19382	145840	23834	145840	32767	145840	1263	145840	121	145840	0	145840	7247
145850	2620	145850	19373	145850	23827	145850	32767	145850	1263	145850	118	145850	0	145850	7248
145860	2612	145860	19377	145860	23830	145860	32767	145860	1265	145860	123	145860	0	145860	7243
145870	2608	145870	19386	145870	23831	145870	32767	145870	1263	145870	121	145870	0	145870	7243
145880	2620	145880	19384	145880	23827	145880	32767	145880	1261	145880	119	145880	0	145880	7245
145890	2620	145890	19377	145890	23827	145890	32767	145890	1263	145890	118	145890	0	145890	7243
145900	2618	145900	19376	145900	23829	145900	32767	145900	1263	145900	117	145900	0	145900	7241
145910	2617	145910	19382	145910	23830	145910	32767	145910	1265	145910	121	145910	0	145910	7244
145920	2617	145920	19383	145920	23830	145920	32767	145920	1268	145920	119	145920	0	145920	7247
145930	2618	145930	19382	145930	23833	145930	32767	145930	1264	145930	117	145930	0	145930	7247
145940	2620	145940	19380	145940	23831	145940	32767	145940	1261	145940	115	145940	0	145940	7248
145950	2617	145950	19376	145950	23829	145950	32767	145950	1265	145950	115	145950	0	145950	7245
145960	2610	145960	19377	145960	23829	145960	32767	145960	1265	145960	118	145960	0	145960	7249
145970	2616	145970	19382	145970	23827	145970	32767	145970	1264	145970	117	145970	0	145970	7253
145980	2617	145980	19382	145980	23831	145980	32767	145980	1267	145980	119	145980	0	145980	7252
145990	2616	145990	19380	145990	23833	145990	32767	145990	1270	145990	119	145990	0	145990	7248
146000	2620	146000	19382	146000	23831	146000	32767	146000	1268	146000	118	146000	0	146000	7244
146010	2618	146010	19386	146010	23827	146010	32767	146010	1263	146010	118	146010	0	146010	7243
146020	2616	146020	19382	146020	23834	146020	32767	146020	1264	146020	117	146020	0	146020	7244
146030	2616	146030	19377	146030	23837	146030	32767	146030	1268	146030	119	146030	0	146030	7245
146040	2616	146040	19382	146040	23831	146040	32767	146040	1263	146040	122	146040	0	146040	7245
146050	2617	146050	19384	146050	23826	146050	32767	146050	1261	146050	123	146050	0	146050	7241
146060	2612	146060	19380	146060	23825	146060	32767	146060	1264	146060	123	146060	0	146060	7240
146070	2612	146070	19377	146070	23830	146070	32767	146070	1265	146070	122	146070	0	146070	7245
146080	2616	146080	19379	146080	23830	146080	32767	146080	1265	146080	118	146080	0	146080	7243
146090	2613	146090	19383	146090	23830	146090	32767	146090	1263	146090	118	146090	0	146090	7241
146100	2617	146100	19384	146100	23830	146100	32767	146100	1261	146100	119	146100	0	146100	7243
146110	2618	146110	19380	146110	23830	146110	32767	146110	1263	146110	117	146110	0	146110	7244
146120	2616	146120	19383	146120	23831	146120	32767	146120	1261	146120	115	146120	0	146120	7245
146130	2616	146130	19377	146130	23827	146130	32767	146130	1261	146130	119	146130	0	146130	7245
146140	2613	146140	19372	146140	23827	146140	32767	146140	1261	146140	122	146140	0	146140	7251
146150	2613	146150	19377	146150	23833	146150	32767	146150	1261	146150	122	146150	0	146150	7251
146160	2612	146160	19377	146160	23834	146160	32767	146160	1261	146160	121	146160	0	146160	7245
146170	2613	146170	19371	146170	23831	146170	32767	146170	1256	146170	119	146170	0	146170	7248
146180	2614	146180	19373	146180	23831	146180	32767	146180	1257	146180	121	146180	0	146180	7251
146190	2617	146190	19377	146190	23829	146190	32767	146190	1261	146190	118	146190	0	146190	7245
146200	2618	146200	19377	146200	23827	146200	32767	146200	1257	146200	115	146200	0	146200	7245
146210	2616	146210	19379	146210	23831	146210	32767	146210	1260	146210	117	146210	0	146210	7253
146220	2620	146220	19379	146220	23831	146220	32767	146220	1264	146220	119	146220	0	146220	7256
146230	2620	146230	19377	146230	23831	146230	32767	146230	1264	146230	121	146230	0	146230	7252
146240	2613	146240	19376	146240	23831	146240	32767	146240	1264	146240	122	146240	0	146240	7244
146250	2614	146250	19377	146250	23827	146250	32767	146250	1267	146250	119	146250	0	146250	7245
146260	2614	146260	19384	146260	23829	146260	32767	146260	1265	146260	118	146260	0	146260	7247
146270	2613	146270	19380	146270	23834	146270	32767	146270	1263	146270	119	146270	0	146270	7243
146280	2614	146280	19372	146280	23834	146280	32767	146280	1267	146280	119	146280	0	146280	7245
146290	2613	146290	19377	146290	23833	146290	32767	146290	1265	146290	121	146290	0	146290	7243
146300	2620	146300	19382	146300	23830	146300	32767	146300	1257	146300	121	146300	0	146300	7244
146310	2620	146310	19380	146310	23826	146310	32767	146310	1256	146310	118	146310	0	146310	7253
146320	2617	146320	19380	146320	23833	146320	32767	146320	1261	146320	114	146320	0	146320	7251
146330	2617	146330	19380	146330	23835	146330	32767	146330	1264	146330	114	146330	0	146330	7248
146340	2618	146340	19376	146340	23830	146340	32767	146340	1261	146340	115	146340	0	146340	7249
146350	2617	146350	19379	146350	23831	146350	32767	146350	1257	146350	114	146350	0	146350	7247
146360	2612	146360	19387	146360	23831	146360	32767	146360	1260	146360	115	146360	0	146360	7245
146370	2613	146370	19387	146370	23831	146370	32767	146370	1263	146370	119	146370	0	146370	7245
146380	2622	146380	19379	146380	23833	146380	32767	146380	1263	146380	119	146380	0	146380	7247
146390	2625	146390	19377	146390	23834	146390	32767	146390	1263	146390	119	146390	0	146390	7248
146400	2618	146400	19383	146400	23833	146400	32767	146400	1259	146400	118	146400	0	146400	7249
146410	2622	146410	19383	146410	23829	146410	32767	146410	1257	146410	118	146410	0	146410	7251
146420	2622	146420	19380	146420	23829	146420	32767	146420	1260	146420	122	146420	0	146420	7247
146430	2616	146430	19377	146430	23829	146430	32767	146430	1261	146430	121	146430	0	146430	7244
146440	2617	146440	19375	146440	23827	146440	32767	146440	1260	146440	115	146440	0	146440	7245
146450	2622	146450	19379	146450	23831	146450	32767	146450	1257	146450	118	146450	0	146450	7248
146460	2622	146460	19377	146460	23834	146460	32767	146460	1257	146460	118	146460	0	146460	7248
146470	2618	146470	19377	146470	23829	146470	32767	146470	1256	146470	119	146470	0	146470	7245
146480	2621	146480	19377	146480	23829	146480	32767	146480	1253	146480	119	146480	0	146480	7248
146490	2620	146490	19372	146490	23831	146490	32767	146490	1252	146490	115	146490	0	146490	7251
146500	2613	146500	19380	146500	23833	146500	32767	146500	1253	146500	115	146500	0	146500	7247
146510	2610	146510	19384	146510	23834	146510	32767	146510	1251	146510	118	146510	0	146510	7245
146520	2614	146520	19376	146520	23833	146520	32767	146520	1245	146520	119	146520	0	146520	7247
146530	2616	146530	19382	146530	23833	146530	32767	146530	1244	146530	119	146530	0	146530	7247
146540	2620	146540	19384	146540	23834	146540	32767	146540	1239	146540	119	146540	0	146540	7247
146550	2621	146550	19375	146550	23834	146550	32767	146550	1236	146550	119	146550	0	146550	7249
146560	2621	146560	19377	146560	23837	146560	32767	146560	1260	146560	118	146560	0	146560	7249
146570	2618	146570	19382	146570	23835	146570	32767	146570	1260	146570	119	146570	0	146570	7243
146580	2617	146580	19384	146580	23829	146580	32767	146580	1237	146580	121	146580	0	146580	7248
146590	2617	146590	19387	146590	23827	146590	32767	146590	1233	146590	121	146590	0	146590	7249
146600	2613	146600	19383	146600	23827	146600	32767	146600	1235	146600	119	146600	0	146600	7248
146610	2613	146610	19380	146610	23827	146610	32767	146610	1236	146610	119	146610	0	146610	7249
146620	2614	146620	19376	146620	23829	146620	32767	146620	1236	146620	118	146620	0	146620	7244
146630	2617	146630	19376	146630	23830	146630	32767	146630	1236	146630	118	146630	0	146630	7245
146640	2620	146640	19384	146640	23829	146640	32767	146640	1235	146640	117	146640	0	146640	7249
146650	2618	146650	19380	146650	23829	146650	32767	146650	1235	146650	119	146650	0	146650	7249
146660	2618	146660	19376	146660	23829	146660	32767	146660	1239	146660	122	146660	0	146660	7247
146670	2622	146670	19382	146670	23830	146670	32767	146670	1235	146670	119	146670	0	146670	7244
146680	2622	146680	19379	146680	23831	146680	32767	146680	1228	146680	118	146680	0	146680	7248
146690	2617	146690	19377	146690	23830	146690	32767	146690	1229	146690	119	146690	0	146690	7249
146700	2616	146700	19383	146700	23830	146700	32767	146700	1229	146700	118	146700	0	146700	7244
146710	2616	146710	19380	146710	23827	146710	32767	146710	1228	146710	115	146710	0	146710	7245
146720	2612	146720	19375	146720	23829	146720	32767	146720	1230	146720	115	146720	0	146720	7248
146730	2617	146730	19376	146730	23830	146730	32767	146730	1229	146730	118	146730	0	146730	7245
146740	2621	146740	19380	146740	23830	146740	32767	146740	1230	146740	121	146740	0	146740	7244
146750	2617	146750	19376	146750	23827	146750	32767	146750	1236	146750	119	146750	0	146750	7247
146760	2620	146760	19375	146760	23825	146760	32767	146760	1236	146760	117	146760	0	146760	7249
146770	2616	146770	19373	146770	23829	146770	32767	146770	1233	146770	118	146770	0	146770	7248
146780	2613	146780	19376	146780	23830	146780	32767	146780	1235	146780	118	146780	0	146780	7247
146790	2618	146790	19375	146790	23826	146790	32767	146790	1232	146790	117	146790	0	146790	7249
146800	2617	146800	19372	146800	23826	146800	32767	146800	1233	146800	118	146800	0	146800	7247
146810	2613	146810	19379	146810	23826	146810	32767	146810	1239	146810	119	146810	0	146810	7241
146820	2610	146820	19377	146820	23826	146820	32767	146820	1239	146820	119	146820	0	146820	7244
146830	2614	146830	19375	146830	23829	146830	32767	146830	1239	146830	118	146830	0	146830	7248
146840	2617	146840	19379	146840	23830	146840	32767	146840	1233	146840	119	146840	0	146840	7245
146850	2618	146850	19382	146850	23831	146850	32767	146850	1235	146850	119	146850	0	146850	7243
146860	2618	146860	19382	146860	23831	146860	32767	146860	1241	146860	117	146860	0	146860	7247
146870	2618	146870	19383	146870	23829	146870	32767	146870	1239	146870	118	146870	0	146870	7248
146880	2621	146880	19379	146880	23825	146880	32767	146880	1239	146880	118	146880	0	146880	7247
146890	2617	146890	19375	146890	23825	146890	32767	146890	1239	146890	115	146890	0	146890	7248
146900	2613	146900	19373	146900	23827	146900	32767	146900	1237	146900	121	146900	0	146900	7244
146910	2614	146910	19373	146910	23830	146910	32767	146910	1237	146910	119	146910	0	146910	7240
