Name,Tank2DataThursday,
File,C:\Users\Banan\Documents\Systemmodell Tank IndustriellIT\Tank2InnUtData.csv,
Starttime of export,133446110914130000,Thursday, November 16, 2023,13:24:51.413
Endtime of export,133446112326030000,Thursday, November 16, 2023,13:27:12.603


Name,Level_Valve_2_Percentage,Name,LT2mm
SymbolComment,,SymbolComment,
Data-Type,INT16,Data-Type,REAL32
SampleTime[ms],10,SampleTime[ms],10
VariableSize,2,VariableSize,4
SymbolBased,True,SymbolBased,True
IndexGroup,16448,IndexGroup,16448
IndexOffset,413098,IndexOffset,412856
SymbolName,MAIN.Level_Valve_2_Percentage,SymbolName,MAIN.LT2mm
NetID,5.112.67.239.1.1,NetID,5.112.67.239.1.1
Port,851,Port,851
Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0

4470,10,4470,115.547157
4480,10,4480,115.5707
4490,10,4490,115.558929
4500,10,4500,115.547157
4510,10,4510,115.553047
4520,10,4520,115.547157
4530,10,4530,115.547157
4540,10,4540,115.523613
4550,10,4550,115.511841
4560,10,4560,115.523613
4570,10,4570,115.558929
4580,10,4580,115.576591
4590,10,4590,115.535385
4600,10,4600,115.535385
4610,10,4610,115.523613
4620,10,4620,115.5295
4630,10,4630,115.547157
4640,10,4640,115.547157
4650,10,4650,115.535385
4660,10,4660,115.553047
4670,10,4670,115.553047
4680,10,4680,115.535385
4690,10,4690,115.547157
4700,10,4700,115.547157
4710,10,4710,115.535385
4720,10,4720,115.535385
4730,10,4730,115.5295
4740,10,4740,115.5295
4750,10,4750,115.535385
4760,10,4760,115.535385
4770,10,4770,115.5295
4780,10,4780,115.558929
4790,10,4790,115.553047
4800,10,4800,115.547157
4810,10,4810,115.553047
4820,10,4820,115.553047
4830,10,4830,115.535385
4840,10,4840,115.5295
4850,10,4850,115.523613
4860,10,4860,115.535385
4870,10,4870,115.5707
4880,10,4880,115.553047
4890,10,4890,115.547157
4900,10,4900,115.553047
4910,10,4910,115.535385
4920,10,4920,115.553047
4930,10,4930,115.5707
4940,10,4940,115.553047
4950,10,4950,115.553047
4960,10,4960,115.5707
4970,10,4970,115.576591
4980,10,4980,115.547157
4990,10,4990,115.5295
5000,10,5000,115.553047
5010,10,5010,115.535385
5020,10,5020,115.547157
5030,10,5030,115.582474
5040,10,5040,115.558929
5050,10,5050,115.558929
5060,10,5060,115.547157
5070,10,5070,115.511841
5080,10,5080,115.553047
5090,10,5090,115.553047
5100,10,5100,115.5295
5110,10,5110,115.553047
5120,10,5120,115.5707
5130,10,5130,115.553047
5140,10,5140,115.523613
5150,10,5150,115.523613
5160,10,5160,115.558929
5170,10,5170,115.553047
5180,10,5180,115.553047
5190,10,5190,115.558929
5200,10,5200,115.535385
5210,10,5210,115.535385
5220,10,5220,115.553047
5230,10,5230,115.5707
5240,10,5240,115.558929
5250,10,5250,115.547157
5260,10,5260,115.553047
5270,10,5270,115.5707
5280,10,5280,115.558929
5290,10,5290,115.547157
5300,10,5300,115.535385
5310,10,5310,115.535385
5320,10,5320,115.547157
5330,10,5330,115.558929
5340,10,5340,115.576591
5350,10,5350,115.5707
5360,10,5360,115.558929
5370,10,5370,115.5707
5380,10,5380,115.576591
5390,10,5390,115.5707
5400,10,5400,115.547157
5410,10,5410,115.547157
5420,10,5420,115.576591
5430,10,5430,115.553047
5440,10,5440,115.505959
5450,10,5450,115.523613
5460,10,5460,115.535385
5470,10,5470,115.523613
5480,10,5480,115.5295
5490,10,5490,115.523613
5500,10,5500,115.523613
5510,10,5510,115.505959
5520,10,5520,115.523613
5530,10,5530,115.553047
5540,10,5540,115.5295
5550,10,5550,115.547157
5560,10,5560,115.558929
5570,10,5570,115.5707
5580,10,5580,115.558929
5590,10,5590,115.523613
5600,10,5600,115.535385
5610,10,5610,115.594246
5620,10,5620,115.594246
5630,10,5630,115.5707
5640,10,5640,115.594246
5650,10,5650,115.600136
5660,10,5660,115.576591
5670,10,5670,115.5707
5680,10,5680,115.547157
5690,10,5690,115.547157
5700,10,5700,115.547157
5710,10,5710,115.5295
5720,10,5720,115.553047
5730,10,5730,115.558929
5740,10,5740,115.547157
5750,10,5750,115.553047
5760,10,5760,115.576591
5770,10,5770,115.547157
5780,10,5780,115.535385
5790,10,5790,115.553047
5800,10,5800,115.535385
5810,10,5810,115.523613
5820,10,5820,115.547157
5830,10,5830,115.553047
5840,10,5840,115.535385
5850,10,5850,115.5707
5860,10,5860,115.576591
5870,10,5870,115.558929
5880,10,5880,115.558929
5890,10,5890,115.576591
5900,10,5900,115.582474
5910,10,5910,115.547157
5920,10,5920,115.535385
5930,10,5930,115.5707
5940,10,5940,115.5707
5950,10,5950,115.547157
5960,100,5960,115.535385
5970,100,5970,115.553047
5980,100,5980,115.5707
5990,100,5990,115.576591
6000,100,6000,115.558929
6010,100,6010,115.535385
6020,100,6020,115.558929
6030,100,6030,115.5707
6040,100,6040,115.547157
6050,100,6050,115.5295
6060,100,6060,115.535385
6070,100,6070,115.576591
6080,100,6080,115.5707
6090,100,6090,115.5295
6100,100,6100,115.547157
6110,100,6110,115.553047
6120,100,6120,115.5295
6130,100,6130,115.523613
6140,100,6140,115.5295
6150,100,6150,115.5707
6160,100,6160,115.576591
6170,100,6170,115.511841
6180,100,6180,115.5295
6190,100,6190,115.576591
6200,100,6200,115.547157
6210,100,6210,115.547157
6220,100,6220,115.547157
6230,100,6230,115.553047
6240,100,6240,115.553047
6250,100,6250,115.547157
6260,100,6260,115.553047
6270,100,6270,115.535385
6280,100,6280,115.547157
6290,100,6290,115.5707
6300,100,6300,115.558929
6310,100,6310,115.5295
6320,100,6320,115.547157
6330,100,6330,115.5707
6340,100,6340,115.553047
6350,100,6350,115.547157
6360,100,6360,115.535385
6370,100,6370,115.511841
6380,100,6380,115.535385
6390,100,6390,115.547157
6400,100,6400,115.523613
6410,100,6410,115.523613
6420,100,6420,115.535385
6430,100,6430,115.558929
6440,100,6440,115.5707
6450,100,6450,115.553047
6460,100,6460,115.5295
6470,100,6470,115.535385
6480,100,6480,115.582474
6490,100,6490,115.5707
6500,100,6500,115.553047
6510,100,6510,115.558929
6520,100,6520,115.5707
6530,100,6530,115.553047
6540,100,6540,115.535385
6550,100,6550,115.558929
6560,100,6560,115.558929
6570,100,6570,115.558929
6580,100,6580,115.5707
6590,100,6590,115.576591
6600,100,6600,115.553047
6610,100,6610,115.553047
6620,100,6620,115.5707
6630,100,6630,115.547157
6640,100,6640,115.547157
6650,100,6650,115.558929
6660,100,6660,115.558929
6670,100,6670,115.547157
6680,100,6680,115.553047
6690,100,6690,115.535385
6700,100,6700,115.511841
6710,100,6710,115.523613
6720,100,6720,115.547157
6730,100,6730,115.5295
6740,100,6740,115.535385
6750,100,6750,115.576591
6760,100,6760,115.535385
6770,100,6770,115.523613
6780,100,6780,115.535385
6790,100,6790,115.547157
6800,100,6800,115.553047
6810,100,6810,115.535385
6820,100,6820,115.547157
6830,100,6830,115.5707
6840,100,6840,115.558929
6850,100,6850,115.535385
6860,100,6860,115.5295
6870,100,6870,115.558929
6880,100,6880,115.553047
6890,100,6890,115.553047
6900,100,6900,115.558929
6910,100,6910,115.547157
6920,100,6920,115.535385
6930,100,6930,115.5295
6940,100,6940,115.535385
6950,100,6950,115.535385
6960,100,6960,115.553047
6970,100,6970,115.553047
6980,100,6980,115.535385
6990,100,6990,115.547157
7000,100,7000,115.547157
7010,100,7010,115.535385
7020,100,7020,115.535385
7030,100,7030,115.5295
7040,100,7040,115.535385
7050,100,7050,115.535385
7060,100,7060,115.5295
7070,100,7070,115.511841
7080,100,7080,115.558929
7090,100,7090,115.600136
7100,100,7100,115.558929
7110,100,7110,115.535385
7120,100,7120,115.535385
7130,100,7130,115.535385
7140,100,7140,115.523613
7150,100,7150,115.535385
7160,100,7160,115.558929
7170,100,7170,115.553047
7180,100,7180,115.553047
7190,100,7190,115.535385
7200,100,7200,115.558929
7210,100,7210,115.576591
7220,100,7220,115.547157
7230,100,7230,115.535385
7240,100,7240,115.5707
7250,100,7250,115.553047
7260,100,7260,115.553047
7270,100,7270,115.5707
7280,100,7280,115.553047
7290,100,7290,115.547157
7300,100,7300,115.535385
7310,100,7310,115.535385
7320,100,7320,115.5295
7330,100,7330,115.547157
7340,100,7340,115.553047
7350,100,7350,115.553047
7360,100,7360,115.535385
7370,100,7370,115.535385
7380,100,7380,115.547157
7390,100,7390,115.547157
7400,100,7400,115.553047
7410,100,7410,115.5707
7420,100,7420,115.535385
7430,100,7430,115.535385
7440,100,7440,115.535385
7450,100,7450,115.547157
7460,100,7460,115.547157
7470,100,7470,115.553047
7480,100,7480,115.558929
7490,100,7490,115.553047
7500,100,7500,115.535385
7510,100,7510,115.511841
7520,100,7520,115.505959
7530,100,7530,115.547157
7540,100,7540,115.553047
7550,100,7550,115.547157
7560,100,7560,115.5707
7570,100,7570,115.5295
7580,100,7580,115.535385
7590,100,7590,115.547157
7600,100,7600,115.547157
7610,100,7610,115.553047
7620,100,7620,115.547157
7630,100,7630,115.535385
7640,100,7640,115.511841
7650,100,7650,115.505959
7660,100,7660,115.535385
7670,100,7670,115.558929
7680,100,7680,115.553047
7690,100,7690,115.5707
7700,100,7700,115.547157
7710,100,7710,115.5295
7720,100,7720,115.576591
7730,100,7730,115.5707
7740,100,7740,115.547157
7750,100,7750,115.547157
7760,100,7760,115.535385
7770,100,7770,115.547157
7780,100,7780,115.5707
7790,100,7790,115.558929
7800,100,7800,115.535385
7810,100,7810,115.535385
7820,100,7820,115.558929
7830,100,7830,115.558929
7840,100,7840,115.5707
7850,100,7850,115.5707
7860,100,7860,115.553047
7870,100,7870,115.547157
7880,100,7880,115.558929
7890,100,7890,115.558929
7900,100,7900,115.553047
7910,100,7910,115.558929
7920,100,7920,115.5707
7930,100,7930,115.558929
7940,100,7940,115.547157
7950,100,7950,115.553047
7960,100,7960,115.547157
7970,100,7970,115.5295
7980,100,7980,115.523613
7990,100,7990,115.535385
8000,100,8000,115.558929
8010,100,8010,115.553047
8020,100,8020,115.535385
8030,100,8030,115.535385
8040,100,8040,115.5707
8050,100,8050,115.582474
8060,100,8060,115.547157
8070,100,8070,115.5295
8080,100,8080,115.553047
8090,100,8090,115.558929
8100,100,8100,115.535385
8110,100,8110,115.5295
8120,100,8120,115.5707
8130,100,8130,115.576591
8140,100,8140,115.594246
8150,100,8150,115.576591
8160,100,8160,115.535385
8170,100,8170,115.5295
8180,100,8180,115.553047
8190,100,8190,115.558929
8200,100,8200,115.547157
8210,100,8210,115.553047
8220,100,8220,115.558929
8230,100,8230,115.553047
8240,100,8240,115.547157
8250,100,8250,115.547157
8260,100,8260,115.558929
8270,100,8270,115.558929
8280,100,8280,115.523613
8290,100,8290,115.500069
8300,100,8300,115.5295
8310,100,8310,115.5707
8320,100,8320,115.5707
8330,100,8330,115.5707
8340,100,8340,115.558929
8350,100,8350,115.535385
8360,100,8360,115.523613
8370,100,8370,115.535385
8380,100,8380,115.553047
8390,100,8390,115.547157
8400,100,8400,115.553047
8410,100,8410,115.553047
8420,100,8420,115.5295
8430,100,8430,115.535385
8440,100,8440,115.547157
8450,100,8450,115.5707
8460,100,8460,115.5707
8470,100,8470,115.553047
8480,100,8480,115.535385
8490,100,8490,115.535385
8500,100,8500,115.547157
8510,100,8510,115.553047
8520,100,8520,115.5707
8530,100,8530,115.558929
8540,100,8540,115.547157
8550,100,8550,115.547157
8560,100,8560,115.582474
8570,100,8570,115.582474
8580,100,8580,115.5707
8590,100,8590,115.582474
8600,100,8600,115.553047
8610,100,8610,115.553047
8620,100,8620,115.547157
8630,100,8630,115.5295
8640,100,8640,115.547157
8650,100,8650,115.5707
8660,100,8660,115.576591
8670,100,8670,115.553047
8680,100,8680,115.547157
8690,100,8690,115.553047
8700,100,8700,115.547157
8710,100,8710,115.523613
8720,100,8720,115.547157
8730,100,8730,115.582474
8740,100,8740,115.5707
8750,100,8750,115.535385
8760,100,8760,115.553047
8770,100,8770,115.553047
8780,100,8780,115.535385
8790,100,8790,115.553047
8800,100,8800,115.576591
8810,100,8810,115.553047
8820,100,8820,115.553047
8830,100,8830,115.5707
8840,100,8840,115.535385
8850,100,8850,115.535385
8860,100,8860,115.553047
8870,100,8870,115.558929
8880,100,8880,115.535385
8890,100,8890,115.511841
8900,100,8900,115.553047
8910,100,8910,115.553047
8920,100,8920,115.553047
8930,100,8930,115.553047
8940,100,8940,115.535385
8950,100,8950,115.523613
8960,100,8960,115.535385
8970,100,8970,115.576591
8980,100,8980,115.558929
8990,100,8990,115.558929
9000,100,9000,115.576591
9010,100,9010,115.553047
9020,100,9020,115.535385
9030,100,9030,115.547157
9040,100,9040,115.535385
9050,100,9050,115.553047
9060,100,9060,115.558929
9070,100,9070,115.547157
9080,100,9080,115.5295
9090,100,9090,115.5295
9100,100,9100,115.535385
9110,100,9110,115.5295
9120,100,9120,115.5295
9130,100,9130,115.553047
9140,100,9140,115.553047
9150,100,9150,115.535385
9160,100,9160,115.547157
9170,100,9170,115.547157
9180,100,9180,115.558929
9190,100,9190,115.558929
9200,100,9200,115.511841
9210,100,9210,115.5295
9220,100,9220,115.547157
9230,100,9230,115.547157
9240,100,9240,115.547157
9250,100,9250,115.558929
9260,100,9260,115.553047
9270,100,9270,115.523613
9280,100,9280,115.5295
9290,100,9290,115.558929
9300,100,9300,115.558929
9310,100,9310,115.5707
9320,100,9320,115.547157
9330,100,9330,115.523613
9340,100,9340,115.511841
9350,100,9350,115.523613
9360,100,9360,115.535385
9370,100,9370,115.547157
9380,100,9380,115.5707
9390,100,9390,115.547157
