SymbolName	MAIN.LT1mm	SymbolName	MAIN.LT2mm	SymbolName	MAIN.PDT1bar	SymbolName	MAIN.PDT2bar	SymbolName	MAIN.PT1bar	SymbolName	MAIN.PT2bar	SymbolName	MAIN.TT1c	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

127850	51.589138	127850	155.409424	127850	0.290639877	127850	0.347440928	127850	0.289862961	127850	0.08084719	127850	16.3502884	127850	1
127860	51.5838242	127860	155.391754	127860	0.290639877	127860	0.347803473	127860	0.289862961	127860	0.08048463	127860	16.3594437	127860	1
127870	51.589138	127870	155.391754	127870	0.290664047	127870	0.348093539	127870	0.289319128	127870	0.0806659162	127870	16.3685989	127870	1
127880	51.6050758	127880	155.427078	127880	0.290639877	127880	0.348323137	127880	0.289681673	127880	0.0806659162	127880	16.3685989	127880	1
127890	51.599762	127890	155.427078	127890	0.290627778	127890	0.348661542	127890	0.289862961	127890	0.08048463	127890	16.3319778	127890	1
127900	51.599762	127900	155.409424	127900	0.290639877	127900	0.348867	127900	0.289862961	127900	0.0806659162	127900	16.3136673	127900	1
127910	51.6210175	127910	155.409424	127910	0.290676117	127910	0.3492658	127910	0.289862961	127910	0.0806659162	127910	16.3228226	127910	1
127920	51.6050758	127920	155.403534	127920	0.290664047	127920	0.349664629	127920	0.289319128	127920	0.08012207	127920	16.3319778	127920	1
127930	51.599762	127930	155.374115	127930	0.290627778	127930	0.349773377	127930	0.289319128	127930	0.08012207	127930	16.3502884	127930	1
127940	51.5838242	127940	155.362335	127940	0.290664047	127940	0.350063443	127940	0.289862961	127940	0.0806659162	127940	16.3869171	127940	1
127950	51.5785141	127950	155.38588	127950	0.2906157	127950	0.3503293	127950	0.2904068	127950	0.08120975	127950	16.3685989	127950	1
127960	51.6263275	127960	155.415314	127960	0.2906157	127960	0.350691885	127960	0.289862961	127960	0.08120975	127960	16.3319778	127960	1
127970	51.6263275	127970	155.438843	127970	0.290664047	127970	0.350957751	127970	0.289319128	127970	0.0799407959	127970	16.3319778	127970	1
127980	51.589138	127980	155.432968	127980	0.290639877	127980	0.351175278	127980	0.289319128	127980	0.07975951	127980	16.3502884	127980	1
127990	51.599762	127990	155.409424	127990	0.290676117	127990	0.351513684	127990	0.290225536	127990	0.08048463	127990	16.3319778	127990	1
128000	51.6210175	128000	155.409424	128000	0.290676117	128000	0.351694942	128000	0.289862961	128000	0.0806659162	128000	16.3228226	128000	1
128010	51.6050758	128010	155.403534	128010	0.290664047	128010	0.352033347	128010	0.289681673	128010	0.08012207	128010	16.3685989	128010	1
128020	51.589138	128020	155.432968	128020	0.290627778	128020	0.352359653	128020	0.289862961	128020	0.08139104	128020	16.4052277	128020	1
128030	51.6263275	128030	155.432968	128030	0.290579438	128030	0.35252884	128030	0.289862961	128030	0.08157231	128030	16.3960724	128030	1
128040	51.6263275	128040	155.391754	128040	0.2906157	128040	0.3529035	128040	0.289681673	128040	0.0806659162	128040	16.3594437	128040	1
128050	51.6050758	128050	155.403534	128050	0.290639877	128050	0.353096843	128050	0.289681673	128050	0.0799407959	128050	16.3685989	128050	1
128060	51.6050758	128060	155.415314	128060	0.290627778	128060	0.353459418	128060	0.289681673	128060	0.08048463	128060	16.3594437	128060	1
128070	51.6050758	128070	155.391754	128070	0.290639877	128070	0.353834063	128070	0.289319128	128070	0.0806659162	128070	16.3594437	128070	1
128080	51.589138	128080	155.415314	128080	0.290676117	128080	0.353942841	128080	0.289681673	128080	0.0806659162	128080	16.3594437	128080	1
128090	51.6050758	128090	155.432968	128090	0.290664047	128090	0.3543054	128090	0.289862961	128090	0.08048463	128090	16.3594437	128090	1
128100	51.6050758	128100	155.38588	128100	0.290627778	128100	0.354547083	128100	0.289319128	128100	0.08048463	128100	16.3685989	128100	1
128110	51.599762	128110	155.368225	128110	0.290639877	128110	0.3547163	128110	0.28913784	128110	0.0799407959	128110	16.3685989	128110	1
128120	51.599762	128120	155.374115	128120	0.290627778	128120	0.355115116	128120	0.28913784	128120	0.08048463	128120	16.3594437	128120	1
128130	51.6210175	128130	155.362335	128130	0.290627778	128130	0.35551393	128130	0.289681673	128130	0.08048463	128130	16.3502884	128130	1
128140	51.64758	128140	155.350555	128140	0.290591538	128140	0.355816066	128140	0.289862961	128140	0.07975951	128140	16.3502884	128140	1
128150	51.6528931	128150	155.368225	128150	0.2906157	128150	0.355985254	128150	0.289862961	128150	0.0806659162	128150	16.3685989	128150	1
128160	51.6422653	128160	155.403534	128160	0.2907124	128160	0.356335729	128160	0.289862961	128160	0.0806659162	128160	16.3960724	128160	1
128170	51.6422653	128170	155.450623	128170	0.290664047	128170	0.3567466	128170	0.2904068	128170	0.07939695	128170	16.3685989	128170	1
128180	51.66883	128180	155.427078	128180	0.2906157	128180	0.35694	128180	0.2904068	128180	0.07939695	128180	16.3228226	128180	1
128190	51.63164	128190	155.409424	128190	0.290688217	128190	0.357314646	128190	0.289681673	128190	0.08048463	128190	16.3228226	128190	1
128200	51.589138	128200	155.38588	128200	0.290664047	128200	0.3575684	128200	0.289862961	128200	0.08048463	128200	16.3502884	128200	1
128210	51.599762	128210	155.350555	128210	0.2906157	128210	0.3578222	128210	0.289862961	128210	0.08048463	128210	16.3502884	128210	1
128220	51.63164	128220	155.38588	128220	0.290676117	128220	0.358136445	128220	0.289862961	128220	0.0806659162	128220	16.3319778	128220	1
128230	51.6263275	128230	155.409424	128230	0.290664047	128230	0.358378142	128230	0.290588081	128230	0.0799407959	128230	16.3502884	128230	1
128240	51.589138	128240	155.415314	128240	0.2906157	128240	0.358716547	128240	0.289862961	128240	0.08012207	128240	16.3502884	128240	1
128250	51.5838242	128250	155.409424	128250	0.290664047	128250	0.358934075	128250	0.289319128	128250	0.08120975	128250	16.3594437	128250	1
128260	51.589138	128260	155.415314	128260	0.290676117	128260	0.35928455	128260	0.290225536	128260	0.08084719	128260	16.3685989	128260	1
128270	51.6050758	128270	155.432968	128270	0.290639877	128270	0.3596471	128270	0.289319128	128270	0.08012207	128270	16.3502884	128270	1
128280	51.61039	128280	155.427078	128280	0.2906157	128280	0.359840482	128280	0.288956553	128280	0.07975951	128280	16.3319778	128280	1
128290	51.61039	128290	155.403534	128290	0.290627778	128290	0.360118419	128290	0.289681673	128290	0.07939695	128290	16.3685989	128290	1
128300	51.6210175	128300	155.403534	128300	0.290639877	128300	0.360251367	128300	0.289681673	128300	0.08048463	128300	16.3319778	128300	1
128310	51.6050758	128310	155.427078	128310	0.2906157	128310	0.360493064	128310	0.28841272	128310	0.0799407959	128310	16.2953568	128310	1
128320	51.599762	128320	155.415314	128320	0.290591538	128320	0.3608677	128320	0.289319128	128320	0.0799407959	128320	16.3319778	128320	1
128330	51.599762	128330	155.415314	128330	0.290639877	128330	0.3610611	128330	0.289319128	128330	0.0799407959	128330	16.3319778	128330	1
128340	51.599762	128340	155.427078	128340	0.290664047	128340	0.3613753	128340	0.288956553	128340	0.07975951	128340	16.3228226	128340	1
128350	51.589138	128350	155.427078	128350	0.290676117	128350	0.361653268	128350	0.289681673	128350	0.0799407959	128350	16.3228226	128350	1
128360	51.589138	128360	155.432968	128360	0.290724456	128360	0.3618829	128360	0.289681673	128360	0.0806659162	128360	16.3136673	128360	1
128370	51.589138	128370	155.409424	128370	0.2907124	128370	0.3622092	128370	0.290225536	128370	0.08139104	128370	16.3319778	128370	1
128380	51.599762	128380	155.391754	128380	0.290627778	128380	0.362511337	128380	0.2904068	128380	0.08120975	128380	16.3594437	128380	1
128390	51.6050758	128390	155.403534	128390	0.290627778	128390	0.3628618	128390	0.289862961	128390	0.07975951	128390	16.3685989	128390	1
128400	51.6050758	128400	155.391754	128400	0.290664047	128400	0.36300683	128400	0.2904068	128400	0.07975951	128400	16.3594437	128400	1
128410	51.6050758	128410	155.38588	128410	0.290627778	128410	0.3632848	128410	0.289862961	128410	0.08048463	128410	16.3319778	128410	1
128420	51.6050758	128420	155.368225	128420	0.290639877	128420	0.363635272	128420	0.289319128	128420	0.08048463	128420	16.3502884	128420	1
128430	51.6050758	128430	155.368225	128430	0.290639877	128430	0.363901138	128430	0.289862961	128430	0.08012207	128430	16.3228226	128430	1
128440	51.6210175	128440	155.438843	128440	0.2906157	128440	0.364215344	128440	0.290225536	128440	0.0799407959	128440	16.3228226	128440	1
128450	51.6050758	128450	155.427078	128450	0.290627778	128450	0.364336222	128450	0.289681673	128450	0.0806659162	128450	16.3594437	128450	1
128460	51.589138	128460	155.403534	128460	0.290664047	128460	0.364662528	128460	0.289681673	128460	0.08120975	128460	16.3685989	128460	1
128470	51.6050758	128470	155.409424	128470	0.290676117	128470	0.364988834	128470	0.290225536	128470	0.0806659162	128470	16.4052277	128470	1
128480	51.6050758	128480	155.409424	128480	0.290676117	128480	0.365218431	128480	0.289681673	128480	0.08048463	128480	16.3960724	128480	1
128490	51.599762	128490	155.427078	128490	0.290676117	128490	0.365544736	128490	0.289862961	128490	0.08012207	128490	16.3502884	128490	1
128500	51.6263275	128500	155.409424	128500	0.290688217	128500	0.365726024	128500	0.290225536	128500	0.08012207	128500	16.3502884	128500	1
128510	51.6210175	128510	155.427078	128510	0.290639877	128510	0.365943551	128510	0.289681673	128510	0.0806659162	128510	16.3228226	128510	1
128520	51.6210175	128520	155.432968	128520	0.290639877	128520	0.366269857	128520	0.289681673	128520	0.08048463	128520	16.3136673	128520	1
128530	51.6210175	128530	155.403534	128530	0.290688217	128530	0.3664874	128530	0.290950656	128530	0.08048463	128530	16.3319778	128530	1
128540	51.599762	128540	155.391754	128540	0.290724456	128540	0.36680162	128540	0.290588081	128540	0.08048463	128540	16.3319778	128540	1
128550	51.599762	128550	155.409424	128550	0.290676117	128550	0.367019147	128550	0.289319128	128550	0.0806659162	128550	16.3319778	128550	1
128560	51.599762	128560	155.403534	128560	0.290627778	128560	0.367369622	128560	0.290225536	128560	0.0806659162	128560	16.3228226	128560	1
128570	51.599762	128570	155.391754	128570	0.290627778	128570	0.3676597	128570	0.290950656	128570	0.0806659162	128570	16.3228226	128570	1
128580	51.61039	128580	155.403534	128580	0.290664047	128580	0.367768437	128580	0.2904068	128580	0.0806659162	128580	16.3502884	128580	1
128590	51.61039	128590	155.403534	128590	0.290664047	128590	0.368070573	128590	0.289681673	128590	0.08048463	128590	16.3502884	128590	1
128600	51.599762	128600	155.409424	128600	0.290664047	128600	0.36823976	128600	0.289862961	128600	0.08048463	128600	16.3502884	128600	1
128610	51.6050758	128610	155.38588	128610	0.290664047	128610	0.368396878	128610	0.2904068	128610	0.0799407959	128610	16.3136673	128610	1
128620	51.61039	128620	155.391754	128620	0.290639877	128620	0.368662745	128620	0.289319128	128620	0.0799407959	128620	16.3228226	128620	1
128630	51.5838242	128630	155.415314	128630	0.290664047	128630	0.36900115	128630	0.288594	128630	0.0799407959	128630	16.3594437	128630	1
128640	51.5466347	128640	155.427078	128640	0.290639877	128640	0.369327456	128640	0.28913784	128640	0.08012207	128640	16.3594437	128640	1
128650	51.599762	128650	155.438843	128650	0.290639877	128650	0.369472474	128650	0.289681673	128650	0.08012207	128650	16.3685989	128650	1
128660	51.6050758	128660	155.415314	128660	0.290688217	128660	0.369847119	128660	0.289319128	128660	0.08012207	128660	16.3502884	128660	1
128670	51.6210175	128670	155.391754	128670	0.290688217	128670	0.370173424	128670	0.289319128	128670	0.07975951	128670	16.3319778	128670	1
128680	51.6263275	128680	155.391754	128680	0.290688217	128680	0.3703426	128680	0.289862961	128680	0.0792156756	128680	16.3594437	128680	1
128690	51.5625725	128690	155.432968	128690	0.290688217	128690	0.370644748	128690	0.289862961	128690	0.07939695	128690	16.3319778	128690	1
128700	51.55726	128700	155.474167	128700	0.2907124	128700	0.370813936	128700	0.28913784	128700	0.07975951	128700	16.3228226	128700	1
128710	51.589138	128710	155.450623	128710	0.290639877	128710	0.371140242	128710	0.28913784	128710	0.08012207	128710	16.3319778	128710	1
128720	51.63164	128720	155.415314	128720	0.290639877	128720	0.371466547	128720	0.289862961	128720	0.0806659162	128720	16.3319778	128720	1
128730	51.6422653	128730	155.391754	128730	0.2907124	128730	0.371672	128730	0.289319128	128730	0.08084719	128730	16.2953568	128730	1
128740	51.6210175	128740	155.403534	128740	0.290688217	128740	0.372046649	128740	0.289319128	128740	0.0799407959	128740	16.3319778	128740	1
128750	51.589138	128750	155.403534	128750	0.290664047	128750	0.372215837	128750	0.290225536	128750	0.07939695	128750	16.3502884	128750	1
128760	51.5785141	128760	155.391754	128760	0.290688217	128760	0.3724213	128760	0.289319128	128760	0.0799407959	128760	16.2953568	128760	1
128770	51.599762	128770	155.427078	128770	0.290688217	128770	0.372699261	128770	0.28913784	128770	0.08048463	128770	16.3502884	128770	1
128780	51.599762	128780	155.432968	128780	0.290736556	128780	0.372940958	128780	0.289681673	128780	0.08048463	128780	16.3869171	128780	1
128790	51.5838242	128790	155.368225	128790	0.290724456	128790	0.3733156	128790	0.288956553	128790	0.07939695	128790	16.3594437	128790	1
128800	51.5838242	128800	155.374115	128800	0.290688217	128800	0.37352106	128800	0.289319128	128800	0.0792156756	128800	16.3502884	128800	1
128810	51.6050758	128810	155.415314	128810	0.290676117	128810	0.373774856	128810	0.290950656	128810	0.08048463	128810	16.3502884	128810	1
128820	51.61039	128820	155.427078	128820	0.290688217	128820	0.3741495	128820	0.2904068	128820	0.08139104	128820	16.3502884	128820	1
128830	51.6210175	128830	155.427078	128830	0.290724456	128830	0.374427468	128830	0.28913784	128830	0.08139104	128830	16.3502884	128830	1
128840	51.599762	128840	155.403534	128840	0.290736556	128840	0.374693334	128840	0.289862961	128840	0.08084719	128840	16.3869171	128840	1
128850	51.589138	128850	155.38588	128850	0.290724456	128850	0.374862522	128850	0.290588081	128850	0.08120975	128850	16.3685989	128850	1
128860	51.6050758	128860	155.38588	128860	0.290736556	128860	0.375213	128860	0.289862961	128860	0.08120975	128860	16.3960724	128860	1
128870	51.5625725	128870	155.403534	128870	0.290736556	128870	0.375503063	128870	0.289681673	128870	0.0806659162	128870	16.4235382	128870	1
128880	51.5785141	128880	155.409424	128880	0.290724456	128880	0.3757206	128880	0.289862961	128880	0.0806659162	128880	16.3960724	128880	1
128890	51.6210175	128890	155.409424	128890	0.290736556	128890	0.376107335	128890	0.289862961	128890	0.0806659162	128890	16.3685989	128890	1
128900	51.61039	128900	155.38588	128900	0.2907124	128900	0.3762886	128900	0.289862961	128900	0.08048463	128900	16.3869171	128900	1
128910	51.61039	128910	155.374115	128910	0.290639877	128910	0.376530319	128910	0.2904068	128910	0.08048463	128910	16.3960724	128910	1
128920	51.61039	128920	155.374115	128920	0.290676117	128920	0.376904964	128920	0.290225536	128920	0.08084719	128920	16.3869171	128920	1
128930	51.6050758	128930	155.368225	128930	0.2907124	128930	0.377195	128930	0.289862961	128930	0.08120975	128930	16.3869171	128930	1
128940	51.6050758	128940	155.38588	128940	0.290688217	128940	0.377593815	128940	0.289862961	128940	0.0806659162	128940	16.3960724	128940	1
128950	51.61039	128950	155.391754	128950	0.290688217	128950	0.377763	128950	0.28913784	128950	0.0806659162	128950	16.4235382	128950	1
128960	51.6050758	128960	155.409424	128960	0.290688217	128960	0.378077239	128960	0.288956553	128960	0.0806659162	128960	16.4052277	128960	1
128970	51.5785141	128970	155.403534	128970	0.290676117	128970	0.378439784	128970	0.289681673	128970	0.0806659162	128970	16.3960724	128970	1
128980	51.5785141	128980	155.427078	128980	0.290688217	128980	0.378548563	128980	0.289862961	128980	0.08048463	128980	16.3960724	128980	1
128990	51.61039	128990	155.409424	128990	0.290724456	128990	0.378862768	128990	0.28913784	128990	0.0806659162	128990	16.3869171	128990	1
129000	51.6210175	129000	155.403534	129000	0.290736556	129000	0.3792495	129000	0.288594	129000	0.08084719	129000	16.3960724	129000	1
129010	51.61039	129010	155.415314	129010	0.290760726	129010	0.379636228	129010	0.289862961	129010	0.08048463	129010	16.4052277	129010	1
129020	51.6050758	129020	155.415314	129020	0.2907124	129020	0.379938364	129020	0.290588081	129020	0.08048463	129020	16.4052277	129020	1
129030	51.5838242	129030	155.409424	129030	0.290676117	129030	0.380143821	129030	0.289319128	129030	0.08012207	129030	16.3869171	129030	1
129040	51.61039	129040	155.415314	129040	0.290688217	129040	0.380542636	129040	0.28913784	129040	0.08012207	129040	16.3319778	129040	1
129050	51.63164	129050	155.427078	129050	0.2907124	129050	0.380736	129050	0.289319128	129050	0.08048463	129050	16.3502884	129050	1
129060	51.6210175	129060	155.403534	129060	0.290724456	129060	0.381026059	129060	0.289681673	129060	0.07975951	129060	16.4052277	129060	1
129070	51.589138	129070	155.374115	129070	0.290760726	129070	0.381364435	129070	0.290225536	129070	0.0790343955	129070	16.4052277	129070	1
129080	51.61039	129080	155.391754	129080	0.290724456	129080	0.381485283	129080	0.289862961	129080	0.0799407959	129080	16.3685989	129080	1
129090	51.63164	129090	155.438843	129090	0.290688217	129090	0.3818237	129090	0.288594	129090	0.0806659162	129090	16.3502884	129090	1
129100	51.61039	129100	155.409424	129100	0.290676117	129100	0.382113725	129100	0.289319128	129100	0.08048463	129100	16.3685989	129100	1
129110	51.61039	129110	155.362335	129110	0.2907124	129110	0.382524639	129110	0.290588081	129110	0.08084719	129110	16.3869171	129110	1
129120	51.5838242	129120	155.38588	129120	0.290688217	129120	0.382887185	129120	0.290225536	129120	0.08139104	129120	16.4326935	129120	1
129130	51.599762	129130	155.427078	129130	0.290664047	129130	0.3830322	129130	0.2904068	129130	0.08084719	129130	16.4418488	129130	1
129140	51.6422653	129140	155.438843	129140	0.290639877	129140	0.383394778	129140	0.2904068	129140	0.08048463	129140	16.3960724	129140	1
129150	51.6263275	129150	155.409424	129150	0.290664047	129150	0.383563966	129150	0.289862961	129150	0.0806659162	129150	16.3869171	129150	1
129160	51.63164	129160	155.374115	129160	0.290688217	129160	0.383890271	129160	0.28913784	129160	0.08084719	129160	16.3960724	129160	1
129170	51.6263275	129170	155.403534	129170	0.290676117	129170	0.384252846	129170	0.289319128	129170	0.08012207	129170	16.4235382	129170	1
129180	51.6050758	129180	155.427078	129180	0.2907124	129180	0.384349525	129180	0.290225536	129180	0.08048463	129180	16.4235382	129180	1
129190	51.589138	129190	155.403534	129190	0.2907124	129190	0.38471207	129190	0.289862961	129190	0.08120975	129190	16.4052277	129190	1
129200	51.61039	129200	155.38588	129200	0.2907124	129200	0.385002136	129200	0.289319128	129200	0.08139104	129200	16.3869171	129200	1
129210	51.6210175	129210	155.409424	129210	0.2907124	129210	0.385292172	129210	0.289681673	129210	0.08048463	129210	16.3960724	129210	1
129220	51.589138	129220	155.427078	129220	0.290760726	129220	0.3855943	129220	0.2904068	129220	0.0799407959	129220	16.4418488	129220	1
129230	51.6210175	129230	155.403534	129230	0.2907849	129230	0.3857635	129230	0.2904068	129230	0.07939695	129230	16.4418488	129230	1
129240	51.6263275	129240	155.403534	129240	0.290736556	129240	0.3860898	129240	0.289681673	129240	0.07975951	129240	16.4418488	129240	1
129250	51.599762	129250	155.427078	129250	0.290688217	129250	0.386259	129250	0.28913784	129250	0.07975951	129250	16.4418488	129250	1
129260	51.5838242	129260	155.427078	129260	0.290724456	129260	0.386549056	129260	0.289862961	129260	0.0792156756	129260	16.3869171	129260	1
129270	51.61039	129270	155.403534	129270	0.290760726	129270	0.386899531	129270	0.290225536	129270	0.0799407959	129270	16.3869171	129270	1
129280	51.63164	129280	155.374115	129280	0.2907124	129280	0.38700828	129280	0.289681673	129280	0.08012207	129280	16.3960724	129280	1
129290	51.6422653	129290	155.368225	129290	0.290760726	129290	0.38725	129290	0.289319128	129290	0.0806659162	129290	16.3869171	129290	1
129300	51.61039	129300	155.415314	129300	0.2907849	129300	0.387527972	129300	0.289681673	129300	0.08084719	129300	16.3594437	129300	1
129310	51.61039	129310	155.450623	129310	0.290736556	129310	0.387818	129310	0.290225536	129310	0.08084719	129310	16.3594437	129310	1
129320	51.6210175	129320	155.403534	129320	0.290736556	129320	0.388023466	129320	0.289862961	129320	0.07975951	129320	16.3869171	129320	1
129330	51.6050758	129330	155.368225	129330	0.290736556	129330	0.388192654	129330	0.289319128	129330	0.0792156756	129330	16.3594437	129330	1
129340	51.5838242	129340	155.38588	129340	0.290736556	129340	0.3884948	129340	0.289319128	129340	0.08084719	129340	16.3228226	129340	1
129350	51.5625725	129350	155.409424	129350	0.290736556	129350	0.3886398	129350	0.28913784	129350	0.08120975	129350	16.3319778	129350	1
129360	51.5625725	129360	155.456512	129360	0.290724456	129360	0.388941944	129360	0.288956553	129360	0.08084719	129360	16.3319778	129360	1
129370	51.6050758	129370	155.450623	129370	0.290736556	129370	0.38925615	129370	0.289681673	129370	0.08048463	129370	16.3319778	129370	1
129380	51.6263275	129380	155.409424	129380	0.290724456	129380	0.38924408	129380	0.290588081	129380	0.0792156756	129380	16.3502884	129380	1
129390	51.6050758	129390	155.391754	129390	0.2907124	129390	0.389485776	129390	0.290225536	129390	0.0790343955	129390	16.3594437	129390	1
129400	51.6210175	129400	155.409424	129400	0.2907124	129400	0.3898	129400	0.290225536	129400	0.0799407959	129400	16.3685989	129400	1
129410	51.589138	129410	155.427078	129410	0.290688217	129410	0.3900417	129410	0.290225536	129410	0.08012207	129410	16.3685989	129410	1
129420	51.5678864	129420	155.415314	129420	0.290736556	129420	0.390271336	129420	0.289319128	129420	0.08012207	129420	16.3594437	129420	1
129430	51.589138	129430	155.427078	129430	0.2907849	129430	0.390440524	129430	0.289319128	129430	0.0806659162	129430	16.3594437	129430	1
129440	51.6263275	129440	155.450623	129440	0.290736556	129440	0.39075473	129440	0.289681673	129440	0.08012207	129440	16.3502884	129440	1
129450	51.63164	129450	155.432968	129450	0.290724456	129450	0.390936017	129450	0.290225536	129450	0.07975951	129450	16.3319778	129450	1
129460	51.61039	129460	155.427078	129460	0.290736556	129460	0.391177744	129460	0.290225536	129460	0.08012207	129460	16.3228226	129460	1
129470	51.61039	129470	155.438843	129470	0.290760726	129470	0.3913711	129470	0.290225536	129470	0.0806659162	129470	16.3228226	129470	1
129480	51.6210175	129480	155.432968	129480	0.2907849	129480	0.391516119	129480	0.2904068	129480	0.08012207	129480	16.3319778	129480	1
129490	51.6263275	129490	155.438843	129490	0.290760726	129490	0.391745746	129490	0.289862961	129490	0.07939695	129490	16.3685989	129490	1
129500	51.6422653	129500	155.427078	129500	0.290688217	129500	0.391890764	129500	0.28913784	129500	0.08048463	129500	16.3685989	129500	1
129510	51.61039	129510	155.432968	129510	0.290736556	129510	0.392096221	129510	0.289681673	129510	0.08084719	129510	16.3319778	129510	1
129520	51.589138	129520	155.427078	129520	0.2907728	129520	0.392386258	129520	0.290225536	129520	0.0806659162	129520	16.3502884	129520	1
129530	51.6050758	129530	155.409424	129530	0.290736556	129530	0.392579615	129530	0.289319128	129530	0.08048463	129530	16.3502884	129530	1
129540	51.6050758	129540	155.38588	129540	0.290736556	129540	0.392773	129540	0.289681673	129540	0.08012207	129540	16.3502884	129540	1
129550	51.6263275	129550	155.409424	129550	0.2907124	129550	0.3929422	129550	0.290950656	129550	0.0806659162	129550	16.3594437	129550	1
129560	51.5838242	129560	155.427078	129560	0.290724456	129560	0.3931839	129560	0.2913132	129560	0.0806659162	129560	16.3594437	129560	1
129570	51.5625725	129570	155.403534	129570	0.290760726	129570	0.3934135	129570	0.290225536	129570	0.08012207	129570	16.3685989	129570	1
129580	51.589138	129580	155.403534	129580	0.290724456	129580	0.3935102	129580	0.289681673	129580	0.0806659162	129580	16.4052277	129580	1
129590	51.5838242	129590	155.391754	129590	0.290688217	129590	0.39371565	129590	0.289681673	129590	0.08084719	129590	16.3960724	129590	1
129600	51.6210175	129600	155.409424	129600	0.290736556	129600	0.3938486	129600	0.289681673	129600	0.08157231	129600	16.3594437	129600	1
129610	51.599762	129610	155.432968	129610	0.290736556	129610	0.3940782	129610	0.290225536	129610	0.08084719	129610	16.3594437	129610	1
129620	51.5838242	129620	155.409424	129620	0.290639877	129620	0.394319922	129620	0.2904068	129620	0.08084719	129620	16.3594437	129620	1
129630	51.5785141	129630	155.38588	129630	0.290664047	129630	0.394368261	129630	0.289862961	129630	0.08120975	129630	16.3869171	129630	1
129640	51.5678864	129640	155.409424	129640	0.290736556	129640	0.394573718	129640	0.2904068	129640	0.08012207	129640	16.3869171	129640	1
129650	51.5678864	129650	155.409424	129650	0.290760726	129650	0.394718736	129650	0.290225536	129650	0.07939695	129650	16.3869171	129650	1
129660	51.5838242	129660	155.403534	129660	0.290724456	129660	0.394791245	129660	0.289319128	129660	0.07939695	129660	16.3960724	129660	1
129670	51.6210175	129670	155.427078	129670	0.290736556	129670	0.395020872	129670	0.289862961	129670	0.07975951	129670	16.3685989	129670	1
129680	51.6050758	129680	155.391754	129680	0.290736556	129680	0.395298839	129680	0.2904068	129680	0.07975951	129680	16.3594437	129680	1
129690	51.589138	129690	155.368225	129690	0.290688217	129690	0.395528436	129690	0.2904068	129690	0.0799407959	129690	16.3594437	129690	1
129700	51.599762	129700	155.391754	129700	0.290688217	129700	0.395613045	129700	0.2904068	129700	0.07975951	129700	16.3685989	129700	1
129710	51.61039	129710	155.409424	129710	0.290688217	129710	0.3958064	129710	0.290225536	129710	0.0806659162	129710	16.3960724	129710	1
129720	51.599762	129720	155.403534	129720	0.2907124	129720	0.3959998	129720	0.290225536	129720	0.08157231	129720	16.3960724	129720	1
129730	51.5838242	129730	155.403534	129730	0.290736556	129730	0.396096468	129730	0.290225536	129730	0.08048463	129730	16.3960724	129730	1
129740	51.61039	129740	155.391754	129740	0.290724456	129740	0.396277726	129740	0.289681673	129740	0.0799407959	129740	16.3869171	129740	1
129750	51.6263275	129750	155.391754	129750	0.2907124	129750	0.3963986	129750	0.289681673	129750	0.0799407959	129750	16.3685989	129750	1
129760	51.6050758	129760	155.374115	129760	0.290676117	129760	0.3966403	129760	0.289681673	129760	0.0799407959	129760	16.3594437	129760	1
129770	51.599762	129770	155.391754	129770	0.2907124	129770	0.3968216	129770	0.289862961	129770	0.08048463	129770	16.3685989	129770	1
129780	51.6263275	129780	155.403534	129780	0.2907124	129780	0.396918267	129780	0.2904068	129780	0.08084719	129780	16.3960724	129780	1
129790	51.6263275	129790	155.391754	129790	0.290676117	129790	0.397099555	129790	0.290225536	129790	0.0806659162	129790	16.3869171	129790	1
129800	51.6210175	129800	155.415314	129800	0.290688217	129800	0.3972083	129800	0.2904068	129800	0.08012207	129800	16.3869171	129800	1
129810	51.599762	129810	155.415314	129810	0.290676117	129810	0.39742583	129810	0.289862961	129810	0.08012207	129810	16.3685989	129810	1
